FID,sep_ssh
vbl_ssh_allreg_sep.49001,0.57999998
vbl_ssh_allreg_sep.49002,0.56
vbl_ssh_allreg_sep.49003,0.54000002
vbl_ssh_allreg_sep.49004,0.51999998
vbl_ssh_allreg_sep.49005,0.5
vbl_ssh_allreg_sep.49006,0.46000001
vbl_ssh_allreg_sep.49007,0.43000001
vbl_ssh_allreg_sep.49008,0.38999999
vbl_ssh_allreg_sep.49009,0.36000001
vbl_ssh_allreg_sep.49010,0.31999999
vbl_ssh_allreg_sep.49011,0.68000001
vbl_ssh_allreg_sep.49012,0.67000002
vbl_ssh_allreg_sep.49013,0.66000003
vbl_ssh_allreg_sep.49014,0.64999998
vbl_ssh_allreg_sep.49015,0.63
vbl_ssh_allreg_sep.49016,0.62
vbl_ssh_allreg_sep.49017,0.61000001
vbl_ssh_allreg_sep.49018,0.58999997
vbl_ssh_allreg_sep.49019,0.57999998
vbl_ssh_allreg_sep.49020,0.55000001
vbl_ssh_allreg_sep.49021,0.52999997
vbl_ssh_allreg_sep.49022,0.50999999
vbl_ssh_allreg_sep.49023,0.49000001
vbl_ssh_allreg_sep.49024,0.44999999
vbl_ssh_allreg_sep.49025,0.41999999
vbl_ssh_allreg_sep.49026,0.38
vbl_ssh_allreg_sep.49027,0.33000001
vbl_ssh_allreg_sep.49028,0.69
vbl_ssh_allreg_sep.49029,0.68000001
vbl_ssh_allreg_sep.49030,0.67000002
vbl_ssh_allreg_sep.49031,0.66000003
vbl_ssh_allreg_sep.49032,0.64999998
vbl_ssh_allreg_sep.49033,0.63
vbl_ssh_allreg_sep.49034,0.62
vbl_ssh_allreg_sep.49035,0.60000002
vbl_ssh_allreg_sep.49036,0.58999997
vbl_ssh_allreg_sep.49037,0.56999999
vbl_ssh_allreg_sep.49038,0.55000001
vbl_ssh_allreg_sep.49039,0.52999997
vbl_ssh_allreg_sep.49040,0.5
vbl_ssh_allreg_sep.49041,0.47
vbl_ssh_allreg_sep.49042,0.43000001
vbl_ssh_allreg_sep.49043,0.38999999
vbl_ssh_allreg_sep.49044,0.34999999
vbl_ssh_allreg_sep.49045,0.69
vbl_ssh_allreg_sep.49046,0.69
vbl_ssh_allreg_sep.49047,0.67000002
vbl_ssh_allreg_sep.49048,0.67000002
vbl_ssh_allreg_sep.49049,0.64999998
vbl_ssh_allreg_sep.49050,0.63999999
vbl_ssh_allreg_sep.49051,0.63
vbl_ssh_allreg_sep.49052,0.62
vbl_ssh_allreg_sep.49053,0.60000002
vbl_ssh_allreg_sep.49054,0.57999998
vbl_ssh_allreg_sep.49055,0.56
vbl_ssh_allreg_sep.49056,0.54000002
vbl_ssh_allreg_sep.49057,0.51999998
vbl_ssh_allreg_sep.49058,0.49000001
vbl_ssh_allreg_sep.49059,0.44999999
vbl_ssh_allreg_sep.49060,0.41
vbl_ssh_allreg_sep.49061,0.37
vbl_ssh_allreg_sep.49062,0.69999999
vbl_ssh_allreg_sep.49063,0.69
vbl_ssh_allreg_sep.49064,0.68000001
vbl_ssh_allreg_sep.49065,0.67000002
vbl_ssh_allreg_sep.49066,0.67000002
vbl_ssh_allreg_sep.49067,0.64999998
vbl_ssh_allreg_sep.49068,0.63999999
vbl_ssh_allreg_sep.49069,0.63
vbl_ssh_allreg_sep.49070,0.61000001
vbl_ssh_allreg_sep.49071,0.58999997
vbl_ssh_allreg_sep.49072,0.57999998
vbl_ssh_allreg_sep.49073,0.55000001
vbl_ssh_allreg_sep.49074,0.52999997
vbl_ssh_allreg_sep.49075,0.50999999
vbl_ssh_allreg_sep.49076,0.47999999
vbl_ssh_allreg_sep.49077,0.44
vbl_ssh_allreg_sep.49078,0.40000001
vbl_ssh_allreg_sep.49079,0.34999999
vbl_ssh_allreg_sep.49080,0.69999999
vbl_ssh_allreg_sep.49081,0.69
vbl_ssh_allreg_sep.49082,0.68000001
vbl_ssh_allreg_sep.49083,0.67000002
vbl_ssh_allreg_sep.49084,0.66000003
vbl_ssh_allreg_sep.49085,0.64999998
vbl_ssh_allreg_sep.49086,0.63999999
vbl_ssh_allreg_sep.49087,0.62
vbl_ssh_allreg_sep.49088,0.61000001
vbl_ssh_allreg_sep.49089,0.58999997
vbl_ssh_allreg_sep.49090,0.56999999
vbl_ssh_allreg_sep.49091,0.55000001
vbl_ssh_allreg_sep.49092,0.52999997
vbl_ssh_allreg_sep.49093,0.50999999
vbl_ssh_allreg_sep.49094,0.47
vbl_ssh_allreg_sep.49095,0.43000001
vbl_ssh_allreg_sep.49096,0.38
vbl_ssh_allreg_sep.49097,0.69999999
vbl_ssh_allreg_sep.49098,0.69
vbl_ssh_allreg_sep.49099,0.68000001
vbl_ssh_allreg_sep.49100,0.68000001
vbl_ssh_allreg_sep.49101,0.67000002
vbl_ssh_allreg_sep.49102,0.66000003
vbl_ssh_allreg_sep.49103,0.64999998
vbl_ssh_allreg_sep.49104,0.63999999
vbl_ssh_allreg_sep.49105,0.63
vbl_ssh_allreg_sep.49106,0.61000001
vbl_ssh_allreg_sep.49107,0.58999997
vbl_ssh_allreg_sep.49108,0.56999999
vbl_ssh_allreg_sep.49109,0.55000001
vbl_ssh_allreg_sep.49110,0.51999998
vbl_ssh_allreg_sep.49111,0.5
vbl_ssh_allreg_sep.49112,0.46000001
vbl_ssh_allreg_sep.49113,0.41999999
vbl_ssh_allreg_sep.49114,0.36000001
vbl_ssh_allreg_sep.49115,0.70999998
vbl_ssh_allreg_sep.49116,0.69999999
vbl_ssh_allreg_sep.49117,0.69
vbl_ssh_allreg_sep.49118,0.68000001
vbl_ssh_allreg_sep.49119,0.67000002
vbl_ssh_allreg_sep.49120,0.66000003
vbl_ssh_allreg_sep.49121,0.64999998
vbl_ssh_allreg_sep.49122,0.63999999
vbl_ssh_allreg_sep.49123,0.63
vbl_ssh_allreg_sep.49124,0.62
vbl_ssh_allreg_sep.49125,0.60000002
vbl_ssh_allreg_sep.49126,0.58999997
vbl_ssh_allreg_sep.49127,0.56
vbl_ssh_allreg_sep.49128,0.54000002
vbl_ssh_allreg_sep.49129,0.51999998
vbl_ssh_allreg_sep.49130,0.49000001
vbl_ssh_allreg_sep.49131,0.44999999
vbl_ssh_allreg_sep.49132,0.40000001
vbl_ssh_allreg_sep.49133,0.70999998
vbl_ssh_allreg_sep.49134,0.69999999
vbl_ssh_allreg_sep.49135,0.69
vbl_ssh_allreg_sep.49136,0.69
vbl_ssh_allreg_sep.49137,0.68000001
vbl_ssh_allreg_sep.49138,0.67000002
vbl_ssh_allreg_sep.49139,0.66000003
vbl_ssh_allreg_sep.49140,0.64999998
vbl_ssh_allreg_sep.49141,0.63999999
vbl_ssh_allreg_sep.49142,0.63
vbl_ssh_allreg_sep.49143,0.62
vbl_ssh_allreg_sep.49144,0.60000002
vbl_ssh_allreg_sep.49145,0.57999998
vbl_ssh_allreg_sep.49146,0.56
vbl_ssh_allreg_sep.49147,0.54000002
vbl_ssh_allreg_sep.49148,0.50999999
vbl_ssh_allreg_sep.49149,0.47999999
vbl_ssh_allreg_sep.49150,0.44
vbl_ssh_allreg_sep.49151,0.38999999
vbl_ssh_allreg_sep.49152,0.70999998
vbl_ssh_allreg_sep.49153,0.69999999
vbl_ssh_allreg_sep.49154,0.69
vbl_ssh_allreg_sep.49155,0.68000001
vbl_ssh_allreg_sep.49156,0.68000001
vbl_ssh_allreg_sep.49157,0.67000002
vbl_ssh_allreg_sep.49158,0.66000003
vbl_ssh_allreg_sep.49159,0.64999998
vbl_ssh_allreg_sep.49160,0.63999999
vbl_ssh_allreg_sep.49161,0.63
vbl_ssh_allreg_sep.49162,0.62
vbl_ssh_allreg_sep.49163,0.60000002
vbl_ssh_allreg_sep.49164,0.57999998
vbl_ssh_allreg_sep.49165,0.56
vbl_ssh_allreg_sep.49166,0.54000002
vbl_ssh_allreg_sep.49167,0.50999999
vbl_ssh_allreg_sep.49168,0.47999999
vbl_ssh_allreg_sep.49169,0.43000001
vbl_ssh_allreg_sep.49170,0.70999998
vbl_ssh_allreg_sep.49171,0.69999999
vbl_ssh_allreg_sep.49172,0.69999999
vbl_ssh_allreg_sep.49173,0.69
vbl_ssh_allreg_sep.49174,0.68000001
vbl_ssh_allreg_sep.49175,0.67000002
vbl_ssh_allreg_sep.49176,0.67000002
vbl_ssh_allreg_sep.49177,0.66000003
vbl_ssh_allreg_sep.49178,0.64999998
vbl_ssh_allreg_sep.49179,0.63999999
vbl_ssh_allreg_sep.49180,0.63
vbl_ssh_allreg_sep.49181,0.62
vbl_ssh_allreg_sep.49182,0.60000002
vbl_ssh_allreg_sep.49183,0.57999998
vbl_ssh_allreg_sep.49184,0.56
vbl_ssh_allreg_sep.49185,0.52999997
vbl_ssh_allreg_sep.49186,0.50999999
vbl_ssh_allreg_sep.49187,0.47
vbl_ssh_allreg_sep.49188,0.43000001
vbl_ssh_allreg_sep.49189,0.72000003
vbl_ssh_allreg_sep.49190,0.70999998
vbl_ssh_allreg_sep.49191,0.69999999
vbl_ssh_allreg_sep.49192,0.69
vbl_ssh_allreg_sep.49193,0.69
vbl_ssh_allreg_sep.49194,0.68000001
vbl_ssh_allreg_sep.49195,0.67000002
vbl_ssh_allreg_sep.49196,0.67000002
vbl_ssh_allreg_sep.49197,0.66000003
vbl_ssh_allreg_sep.49198,0.64999998
vbl_ssh_allreg_sep.49199,0.63999999
vbl_ssh_allreg_sep.49200,0.63
vbl_ssh_allreg_sep.49201,0.61000001
vbl_ssh_allreg_sep.49202,0.60000002
vbl_ssh_allreg_sep.49203,0.56999999
vbl_ssh_allreg_sep.49204,0.55000001
vbl_ssh_allreg_sep.49205,0.52999997
vbl_ssh_allreg_sep.49206,0.5
vbl_ssh_allreg_sep.49207,0.47
vbl_ssh_allreg_sep.49208,0.41999999
vbl_ssh_allreg_sep.49209,0.72000003
vbl_ssh_allreg_sep.49210,0.70999998
vbl_ssh_allreg_sep.49211,0.69999999
vbl_ssh_allreg_sep.49212,0.69
vbl_ssh_allreg_sep.49213,0.69
vbl_ssh_allreg_sep.49214,0.68000001
vbl_ssh_allreg_sep.49215,0.67000002
vbl_ssh_allreg_sep.49216,0.67000002
vbl_ssh_allreg_sep.49217,0.66000003
vbl_ssh_allreg_sep.49218,0.64999998
vbl_ssh_allreg_sep.49219,0.63999999
vbl_ssh_allreg_sep.49220,0.63
vbl_ssh_allreg_sep.49221,0.61000001
vbl_ssh_allreg_sep.49222,0.58999997
vbl_ssh_allreg_sep.49223,0.56999999
vbl_ssh_allreg_sep.49224,0.55000001
vbl_ssh_allreg_sep.49225,0.52999997
vbl_ssh_allreg_sep.49226,0.5
vbl_ssh_allreg_sep.49227,0.46000001
vbl_ssh_allreg_sep.49228,0.41
vbl_ssh_allreg_sep.49229,0.72000003
vbl_ssh_allreg_sep.49230,0.70999998
vbl_ssh_allreg_sep.49231,0.69999999
vbl_ssh_allreg_sep.49232,0.69999999
vbl_ssh_allreg_sep.49233,0.69
vbl_ssh_allreg_sep.49234,0.68000001
vbl_ssh_allreg_sep.49235,0.68000001
vbl_ssh_allreg_sep.49236,0.68000001
vbl_ssh_allreg_sep.49237,0.67000002
vbl_ssh_allreg_sep.49238,0.66000003
vbl_ssh_allreg_sep.49239,0.64999998
vbl_ssh_allreg_sep.49240,0.63
vbl_ssh_allreg_sep.49241,0.62
vbl_ssh_allreg_sep.49242,0.61000001
vbl_ssh_allreg_sep.49243,0.57999998
vbl_ssh_allreg_sep.49244,0.56
vbl_ssh_allreg_sep.49245,0.54000002
vbl_ssh_allreg_sep.49246,0.51999998
vbl_ssh_allreg_sep.49247,0.49000001
vbl_ssh_allreg_sep.49248,0.46000001
vbl_ssh_allreg_sep.49249,0.40000001
vbl_ssh_allreg_sep.49250,0.72000003
vbl_ssh_allreg_sep.49251,0.70999998
vbl_ssh_allreg_sep.49252,0.70999998
vbl_ssh_allreg_sep.49253,0.69999999
vbl_ssh_allreg_sep.49254,0.69
vbl_ssh_allreg_sep.49255,0.68000001
vbl_ssh_allreg_sep.49256,0.67000002
vbl_ssh_allreg_sep.49257,0.67000002
vbl_ssh_allreg_sep.49258,0.66000003
vbl_ssh_allreg_sep.49259,0.64999998
vbl_ssh_allreg_sep.49260,0.63999999
vbl_ssh_allreg_sep.49261,0.63
vbl_ssh_allreg_sep.49262,0.61000001
vbl_ssh_allreg_sep.49263,0.60000002
vbl_ssh_allreg_sep.49264,0.57999998
vbl_ssh_allreg_sep.49265,0.56
vbl_ssh_allreg_sep.49266,0.52999997
vbl_ssh_allreg_sep.49267,0.50999999
vbl_ssh_allreg_sep.49268,0.47999999
vbl_ssh_allreg_sep.49269,0.44
vbl_ssh_allreg_sep.49270,0.38999999
vbl_ssh_allreg_sep.49271,0.88999999
vbl_ssh_allreg_sep.49272,0.88999999
vbl_ssh_allreg_sep.49273,0.88999999
vbl_ssh_allreg_sep.49274,0.88999999
vbl_ssh_allreg_sep.49275,0.88999999
vbl_ssh_allreg_sep.49276,0.88999999
vbl_ssh_allreg_sep.49277,0.72000003
vbl_ssh_allreg_sep.49278,0.70999998
vbl_ssh_allreg_sep.49279,0.70999998
vbl_ssh_allreg_sep.49280,0.69999999
vbl_ssh_allreg_sep.49281,0.69
vbl_ssh_allreg_sep.49282,0.68000001
vbl_ssh_allreg_sep.49283,0.68000001
vbl_ssh_allreg_sep.49284,0.67000002
vbl_ssh_allreg_sep.49285,0.83999997
vbl_ssh_allreg_sep.49286,0.66000003
vbl_ssh_allreg_sep.49287,0.64999998
vbl_ssh_allreg_sep.49288,0.63999999
vbl_ssh_allreg_sep.49289,0.63
vbl_ssh_allreg_sep.49290,0.62
vbl_ssh_allreg_sep.49291,0.61000001
vbl_ssh_allreg_sep.49292,0.60000002
vbl_ssh_allreg_sep.49293,0.56999999
vbl_ssh_allreg_sep.49294,0.55000001
vbl_ssh_allreg_sep.49295,0.52999997
vbl_ssh_allreg_sep.49296,0.5
vbl_ssh_allreg_sep.49297,0.47
vbl_ssh_allreg_sep.49298,0.44
vbl_ssh_allreg_sep.49299,0.88999999
vbl_ssh_allreg_sep.49300,0.88999999
vbl_ssh_allreg_sep.49301,0.88999999
vbl_ssh_allreg_sep.49302,0.88999999
vbl_ssh_allreg_sep.49303,0.88999999
vbl_ssh_allreg_sep.49304,0.88999999
vbl_ssh_allreg_sep.49305,0.88999999
vbl_ssh_allreg_sep.49306,0.88999999
vbl_ssh_allreg_sep.49307,0.88999999
vbl_ssh_allreg_sep.49308,0.88999999
vbl_ssh_allreg_sep.49309,0.88
vbl_ssh_allreg_sep.49310,0.88
vbl_ssh_allreg_sep.49311,0.88
vbl_ssh_allreg_sep.49312,0.88
vbl_ssh_allreg_sep.49313,0.70999998
vbl_ssh_allreg_sep.49314,0.70999998
vbl_ssh_allreg_sep.49315,0.69999999
vbl_ssh_allreg_sep.49316,0.69999999
vbl_ssh_allreg_sep.49317,0.69
vbl_ssh_allreg_sep.49318,0.68000001
vbl_ssh_allreg_sep.49319,0.68000001
vbl_ssh_allreg_sep.49320,0.67000002
vbl_ssh_allreg_sep.49321,0.66000003
vbl_ssh_allreg_sep.49322,0.64999998
vbl_ssh_allreg_sep.49323,0.63999999
vbl_ssh_allreg_sep.49324,0.63
vbl_ssh_allreg_sep.49325,0.62
vbl_ssh_allreg_sep.49326,0.61000001
vbl_ssh_allreg_sep.49327,0.58999997
vbl_ssh_allreg_sep.49328,0.56999999
vbl_ssh_allreg_sep.49329,0.55000001
vbl_ssh_allreg_sep.49330,0.52999997
vbl_ssh_allreg_sep.49331,0.5
vbl_ssh_allreg_sep.49332,0.47999999
vbl_ssh_allreg_sep.49333,0.44
vbl_ssh_allreg_sep.49334,0.88999999
vbl_ssh_allreg_sep.49335,0.88999999
vbl_ssh_allreg_sep.49336,0.88999999
vbl_ssh_allreg_sep.49337,0.88
vbl_ssh_allreg_sep.49338,0.88
vbl_ssh_allreg_sep.49339,0.88
vbl_ssh_allreg_sep.49340,0.88
vbl_ssh_allreg_sep.49341,0.88
vbl_ssh_allreg_sep.49342,0.88
vbl_ssh_allreg_sep.49343,0.88
vbl_ssh_allreg_sep.49344,0.88999999
vbl_ssh_allreg_sep.49345,0.88
vbl_ssh_allreg_sep.49346,0.88
vbl_ssh_allreg_sep.49347,0.88
vbl_ssh_allreg_sep.49348,0.88
vbl_ssh_allreg_sep.49349,0.88
vbl_ssh_allreg_sep.49350,0.88
vbl_ssh_allreg_sep.49351,0.88
vbl_ssh_allreg_sep.49352,0.87
vbl_ssh_allreg_sep.49353,0.87
vbl_ssh_allreg_sep.49354,0.87
vbl_ssh_allreg_sep.49355,0.87
vbl_ssh_allreg_sep.49356,0.72000003
vbl_ssh_allreg_sep.49357,0.70999998
vbl_ssh_allreg_sep.49358,0.69999999
vbl_ssh_allreg_sep.49359,0.69999999
vbl_ssh_allreg_sep.49360,0.69
vbl_ssh_allreg_sep.49361,0.68000001
vbl_ssh_allreg_sep.49362,0.68000001
vbl_ssh_allreg_sep.49363,0.67000002
vbl_ssh_allreg_sep.49364,0.66000003
vbl_ssh_allreg_sep.49365,0.66000003
vbl_ssh_allreg_sep.49366,0.64999998
vbl_ssh_allreg_sep.49367,0.63999999
vbl_ssh_allreg_sep.49368,0.63
vbl_ssh_allreg_sep.49369,0.62
vbl_ssh_allreg_sep.49370,0.60000002
vbl_ssh_allreg_sep.49371,0.58999997
vbl_ssh_allreg_sep.49372,0.56999999
vbl_ssh_allreg_sep.49373,0.54000002
vbl_ssh_allreg_sep.49374,0.51999998
vbl_ssh_allreg_sep.49375,0.49000001
vbl_ssh_allreg_sep.49376,0.47
vbl_ssh_allreg_sep.49377,0.43000001
vbl_ssh_allreg_sep.49378,0.38999999
vbl_ssh_allreg_sep.49379,0.88
vbl_ssh_allreg_sep.49380,0.88
vbl_ssh_allreg_sep.49381,0.88
vbl_ssh_allreg_sep.49382,0.88
vbl_ssh_allreg_sep.49383,0.88
vbl_ssh_allreg_sep.49384,0.88
vbl_ssh_allreg_sep.49385,0.88
vbl_ssh_allreg_sep.49386,0.88
vbl_ssh_allreg_sep.49387,0.88
vbl_ssh_allreg_sep.49388,0.88
vbl_ssh_allreg_sep.49389,0.88
vbl_ssh_allreg_sep.49390,0.88
vbl_ssh_allreg_sep.49391,0.88
vbl_ssh_allreg_sep.49392,0.88
vbl_ssh_allreg_sep.49393,0.88
vbl_ssh_allreg_sep.49394,0.88
vbl_ssh_allreg_sep.49395,0.87
vbl_ssh_allreg_sep.49396,0.87
vbl_ssh_allreg_sep.49397,0.87
vbl_ssh_allreg_sep.49398,0.87
vbl_ssh_allreg_sep.49399,0.87
vbl_ssh_allreg_sep.49400,0.87
vbl_ssh_allreg_sep.49401,0.87
vbl_ssh_allreg_sep.49402,0.87
vbl_ssh_allreg_sep.49403,0.87
vbl_ssh_allreg_sep.49404,0.87
vbl_ssh_allreg_sep.49405,0.70999998
vbl_ssh_allreg_sep.49406,0.70999998
vbl_ssh_allreg_sep.49407,0.69999999
vbl_ssh_allreg_sep.49408,0.69
vbl_ssh_allreg_sep.49409,0.69
vbl_ssh_allreg_sep.49410,0.68000001
vbl_ssh_allreg_sep.49411,0.67000002
vbl_ssh_allreg_sep.49412,0.67000002
vbl_ssh_allreg_sep.49413,0.66000003
vbl_ssh_allreg_sep.49414,0.66000003
vbl_ssh_allreg_sep.49415,0.63999999
vbl_ssh_allreg_sep.49416,0.63
vbl_ssh_allreg_sep.49417,0.62
vbl_ssh_allreg_sep.49418,0.62
vbl_ssh_allreg_sep.49419,0.60000002
vbl_ssh_allreg_sep.49420,0.57999998
vbl_ssh_allreg_sep.49421,0.56
vbl_ssh_allreg_sep.49422,0.54000002
vbl_ssh_allreg_sep.49423,0.51999998
vbl_ssh_allreg_sep.49424,0.49000001
vbl_ssh_allreg_sep.49425,0.46000001
vbl_ssh_allreg_sep.49426,0.41999999
vbl_ssh_allreg_sep.49427,0.87
vbl_ssh_allreg_sep.49428,0.87
vbl_ssh_allreg_sep.49429,0.87
vbl_ssh_allreg_sep.49430,0.87
vbl_ssh_allreg_sep.49431,0.87
vbl_ssh_allreg_sep.49432,0.87
vbl_ssh_allreg_sep.49433,0.87
vbl_ssh_allreg_sep.49434,0.87
vbl_ssh_allreg_sep.49435,0.87
vbl_ssh_allreg_sep.49436,0.87
vbl_ssh_allreg_sep.49437,0.87
vbl_ssh_allreg_sep.49438,0.87
vbl_ssh_allreg_sep.49439,0.87
vbl_ssh_allreg_sep.49440,0.87
vbl_ssh_allreg_sep.49441,0.87
vbl_ssh_allreg_sep.49442,0.87
vbl_ssh_allreg_sep.49443,0.87
vbl_ssh_allreg_sep.49444,0.87
vbl_ssh_allreg_sep.49445,0.87
vbl_ssh_allreg_sep.49446,0.87
vbl_ssh_allreg_sep.49447,0.87
vbl_ssh_allreg_sep.49448,0.87
vbl_ssh_allreg_sep.49449,0.87
vbl_ssh_allreg_sep.49450,0.87
vbl_ssh_allreg_sep.49451,0.87
vbl_ssh_allreg_sep.49452,0.87
vbl_ssh_allreg_sep.49453,0.86000001
vbl_ssh_allreg_sep.49454,0.86000001
vbl_ssh_allreg_sep.49455,0.86000001
vbl_ssh_allreg_sep.49456,0.70999998
vbl_ssh_allreg_sep.49457,0.69999999
vbl_ssh_allreg_sep.49458,0.69999999
vbl_ssh_allreg_sep.49459,0.69
vbl_ssh_allreg_sep.49460,0.68000001
vbl_ssh_allreg_sep.49461,0.68000001
vbl_ssh_allreg_sep.49462,0.67000002
vbl_ssh_allreg_sep.49463,0.67000002
vbl_ssh_allreg_sep.49464,0.66000003
vbl_ssh_allreg_sep.49465,0.64999998
vbl_ssh_allreg_sep.49466,0.63999999
vbl_ssh_allreg_sep.49467,0.63
vbl_ssh_allreg_sep.49468,0.62
vbl_ssh_allreg_sep.49469,0.61000001
vbl_ssh_allreg_sep.49470,0.60000002
vbl_ssh_allreg_sep.49471,0.57999998
vbl_ssh_allreg_sep.49472,0.56
vbl_ssh_allreg_sep.49473,0.54000002
vbl_ssh_allreg_sep.49474,0.50999999
vbl_ssh_allreg_sep.49475,0.49000001
vbl_ssh_allreg_sep.49476,0.46000001
vbl_ssh_allreg_sep.49477,0.41999999
vbl_ssh_allreg_sep.49478,0.86000001
vbl_ssh_allreg_sep.49479,0.86000001
vbl_ssh_allreg_sep.49480,0.86000001
vbl_ssh_allreg_sep.49481,0.86000001
vbl_ssh_allreg_sep.49482,0.86000001
vbl_ssh_allreg_sep.49483,0.86000001
vbl_ssh_allreg_sep.49484,0.86000001
vbl_ssh_allreg_sep.49485,0.86000001
vbl_ssh_allreg_sep.49486,0.87
vbl_ssh_allreg_sep.49487,0.87
vbl_ssh_allreg_sep.49488,0.87
vbl_ssh_allreg_sep.49489,0.87
vbl_ssh_allreg_sep.49490,0.87
vbl_ssh_allreg_sep.49491,0.87
vbl_ssh_allreg_sep.49492,0.87
vbl_ssh_allreg_sep.49493,0.87
vbl_ssh_allreg_sep.49494,0.87
vbl_ssh_allreg_sep.49495,0.87
vbl_ssh_allreg_sep.49496,0.87
vbl_ssh_allreg_sep.49497,0.87
vbl_ssh_allreg_sep.49498,0.87
vbl_ssh_allreg_sep.49499,0.86000001
vbl_ssh_allreg_sep.49500,0.86000001
vbl_ssh_allreg_sep.49501,0.86000001
vbl_ssh_allreg_sep.49502,0.86000001
vbl_ssh_allreg_sep.49503,0.86000001
vbl_ssh_allreg_sep.49504,0.86000001
vbl_ssh_allreg_sep.49505,0.86000001
vbl_ssh_allreg_sep.49506,0.86000001
vbl_ssh_allreg_sep.49507,0.86000001
vbl_ssh_allreg_sep.49508,0.86000001
vbl_ssh_allreg_sep.49509,0.86000001
vbl_ssh_allreg_sep.49510,0.77999997
vbl_ssh_allreg_sep.49511,0.76999998
vbl_ssh_allreg_sep.49512,0.76999998
vbl_ssh_allreg_sep.49513,0.76999998
vbl_ssh_allreg_sep.49514,0.75999999
vbl_ssh_allreg_sep.49515,0.75999999
vbl_ssh_allreg_sep.49516,0.75999999
vbl_ssh_allreg_sep.49517,0.75
vbl_ssh_allreg_sep.49518,0.75
vbl_ssh_allreg_sep.49519,0.75
vbl_ssh_allreg_sep.49520,0.74000001
vbl_ssh_allreg_sep.49521,0.74000001
vbl_ssh_allreg_sep.49522,0.73000002
vbl_ssh_allreg_sep.49523,0.73000002
vbl_ssh_allreg_sep.49524,0.73000002
vbl_ssh_allreg_sep.49525,0.72000003
vbl_ssh_allreg_sep.49526,0.70999998
vbl_ssh_allreg_sep.49527,0.70999998
vbl_ssh_allreg_sep.49528,0.69999999
vbl_ssh_allreg_sep.49529,0.69999999
vbl_ssh_allreg_sep.49530,0.69
vbl_ssh_allreg_sep.49531,0.69
vbl_ssh_allreg_sep.49532,0.68000001
vbl_ssh_allreg_sep.49533,0.68000001
vbl_ssh_allreg_sep.49534,0.67000002
vbl_ssh_allreg_sep.49535,0.67000002
vbl_ssh_allreg_sep.49536,0.64999998
vbl_ssh_allreg_sep.49537,0.63999999
vbl_ssh_allreg_sep.49538,0.63999999
vbl_ssh_allreg_sep.49539,0.63
vbl_ssh_allreg_sep.49540,0.61000001
vbl_ssh_allreg_sep.49541,0.60000002
vbl_ssh_allreg_sep.49542,0.58999997
vbl_ssh_allreg_sep.49543,0.56999999
vbl_ssh_allreg_sep.49544,0.55000001
vbl_ssh_allreg_sep.49545,0.52999997
vbl_ssh_allreg_sep.49546,0.5
vbl_ssh_allreg_sep.49547,0.47999999
vbl_ssh_allreg_sep.49548,0.44999999
vbl_ssh_allreg_sep.49549,0.41
vbl_ssh_allreg_sep.49550,0.85000002
vbl_ssh_allreg_sep.49551,0.85000002
vbl_ssh_allreg_sep.49552,0.85000002
vbl_ssh_allreg_sep.49553,0.85000002
vbl_ssh_allreg_sep.49554,0.85000002
vbl_ssh_allreg_sep.49555,0.85000002
vbl_ssh_allreg_sep.49556,0.85000002
vbl_ssh_allreg_sep.49557,0.85000002
vbl_ssh_allreg_sep.49558,0.86000001
vbl_ssh_allreg_sep.49559,0.86000001
vbl_ssh_allreg_sep.49560,0.86000001
vbl_ssh_allreg_sep.49561,0.86000001
vbl_ssh_allreg_sep.49562,0.86000001
vbl_ssh_allreg_sep.49563,0.86000001
vbl_ssh_allreg_sep.49564,0.87
vbl_ssh_allreg_sep.49565,0.87
vbl_ssh_allreg_sep.49566,0.87
vbl_ssh_allreg_sep.49567,0.86000001
vbl_ssh_allreg_sep.49568,0.86000001
vbl_ssh_allreg_sep.49569,0.86000001
vbl_ssh_allreg_sep.49570,0.86000001
vbl_ssh_allreg_sep.49571,0.86000001
vbl_ssh_allreg_sep.49572,0.86000001
vbl_ssh_allreg_sep.49573,0.86000001
vbl_ssh_allreg_sep.49574,0.86000001
vbl_ssh_allreg_sep.49575,0.86000001
vbl_ssh_allreg_sep.49576,0.86000001
vbl_ssh_allreg_sep.49577,0.86000001
vbl_ssh_allreg_sep.49578,0.86000001
vbl_ssh_allreg_sep.49579,0.85000002
vbl_ssh_allreg_sep.49580,0.85000002
vbl_ssh_allreg_sep.49581,0.85000002
vbl_ssh_allreg_sep.49582,0.85000002
vbl_ssh_allreg_sep.49583,0.85000002
vbl_ssh_allreg_sep.49584,0.77999997
vbl_ssh_allreg_sep.49585,0.77999997
vbl_ssh_allreg_sep.49586,0.77999997
vbl_ssh_allreg_sep.49587,0.76999998
vbl_ssh_allreg_sep.49588,0.76999998
vbl_ssh_allreg_sep.49589,0.76999998
vbl_ssh_allreg_sep.49590,0.76999998
vbl_ssh_allreg_sep.49591,0.76999998
vbl_ssh_allreg_sep.49592,0.75999999
vbl_ssh_allreg_sep.49593,0.75999999
vbl_ssh_allreg_sep.49594,0.75999999
vbl_ssh_allreg_sep.49595,0.75
vbl_ssh_allreg_sep.49596,0.75
vbl_ssh_allreg_sep.49597,0.75
vbl_ssh_allreg_sep.49598,0.74000001
