FID,jun_ssh
vbl_ssh_allreg_jun.43880,0.51999998
vbl_ssh_allreg_jun.43881,0.51999998
vbl_ssh_allreg_jun.43882,0.51999998
vbl_ssh_allreg_jun.43883,0.51999998
vbl_ssh_allreg_jun.43884,0.51999998
vbl_ssh_allreg_jun.43885,0.52999997
vbl_ssh_allreg_jun.43886,0.52999997
vbl_ssh_allreg_jun.43887,0.54000002
vbl_ssh_allreg_jun.43888,0.54000002
vbl_ssh_allreg_jun.43889,0.55000001
vbl_ssh_allreg_jun.43890,0.55000001
vbl_ssh_allreg_jun.43891,0.54000002
vbl_ssh_allreg_jun.43892,0.54000002
vbl_ssh_allreg_jun.43893,0.52999997
vbl_ssh_allreg_jun.43894,0.51999998
vbl_ssh_allreg_jun.43895,0.50999999
vbl_ssh_allreg_jun.43896,0.5
vbl_ssh_allreg_jun.43897,0.49000001
vbl_ssh_allreg_jun.43898,0.47
vbl_ssh_allreg_jun.43899,0.50999999
vbl_ssh_allreg_jun.43900,0.50999999
vbl_ssh_allreg_jun.43901,0.50999999
vbl_ssh_allreg_jun.43902,0.50999999
vbl_ssh_allreg_jun.43903,0.5
vbl_ssh_allreg_jun.43904,0.50999999
vbl_ssh_allreg_jun.43905,0.50999999
vbl_ssh_allreg_jun.43906,0.50999999
vbl_ssh_allreg_jun.43907,0.51999998
vbl_ssh_allreg_jun.43908,0.51999998
vbl_ssh_allreg_jun.43909,0.52999997
vbl_ssh_allreg_jun.43910,0.52999997
vbl_ssh_allreg_jun.43911,0.52999997
vbl_ssh_allreg_jun.43912,0.54000002
vbl_ssh_allreg_jun.43913,0.54000002
vbl_ssh_allreg_jun.43914,0.55000001
vbl_ssh_allreg_jun.43915,0.55000001
vbl_ssh_allreg_jun.43916,0.55000001
vbl_ssh_allreg_jun.43917,0.54000002
vbl_ssh_allreg_jun.43918,0.54000002
vbl_ssh_allreg_jun.43919,0.52999997
vbl_ssh_allreg_jun.43920,0.52999997
vbl_ssh_allreg_jun.43921,0.51999998
vbl_ssh_allreg_jun.43922,0.50999999
vbl_ssh_allreg_jun.43923,0.5
vbl_ssh_allreg_jun.43924,0.47999999
vbl_ssh_allreg_jun.43925,0.47
vbl_ssh_allreg_jun.43926,0.44999999
vbl_ssh_allreg_jun.43927,0.50999999
vbl_ssh_allreg_jun.43928,0.5
vbl_ssh_allreg_jun.43929,0.5
vbl_ssh_allreg_jun.43930,0.5
vbl_ssh_allreg_jun.43931,0.5
vbl_ssh_allreg_jun.43932,0.5
vbl_ssh_allreg_jun.43933,0.50999999
vbl_ssh_allreg_jun.43934,0.50999999
vbl_ssh_allreg_jun.43935,0.51999998
vbl_ssh_allreg_jun.43936,0.51999998
vbl_ssh_allreg_jun.43937,0.52999997
vbl_ssh_allreg_jun.43938,0.52999997
vbl_ssh_allreg_jun.43939,0.54000002
vbl_ssh_allreg_jun.43940,0.54000002
vbl_ssh_allreg_jun.43941,0.55000001
vbl_ssh_allreg_jun.43942,0.55000001
vbl_ssh_allreg_jun.43943,0.55000001
vbl_ssh_allreg_jun.43944,0.55000001
vbl_ssh_allreg_jun.43945,0.55000001
vbl_ssh_allreg_jun.43946,0.54000002
vbl_ssh_allreg_jun.43947,0.52999997
vbl_ssh_allreg_jun.43948,0.52999997
vbl_ssh_allreg_jun.43949,0.51999998
vbl_ssh_allreg_jun.43950,0.50999999
vbl_ssh_allreg_jun.43951,0.5
vbl_ssh_allreg_jun.43952,0.47999999
vbl_ssh_allreg_jun.43953,0.47
vbl_ssh_allreg_jun.43954,0.44999999
vbl_ssh_allreg_jun.43955,0.41
vbl_ssh_allreg_jun.43956,0.5
vbl_ssh_allreg_jun.43957,0.5
vbl_ssh_allreg_jun.43958,0.5
vbl_ssh_allreg_jun.43959,0.5
vbl_ssh_allreg_jun.43960,0.5
vbl_ssh_allreg_jun.43961,0.5
vbl_ssh_allreg_jun.43962,0.50999999
vbl_ssh_allreg_jun.43963,0.50999999
vbl_ssh_allreg_jun.43964,0.51999998
vbl_ssh_allreg_jun.43965,0.52999997
vbl_ssh_allreg_jun.43966,0.52999997
vbl_ssh_allreg_jun.43967,0.54000002
vbl_ssh_allreg_jun.43968,0.54000002
vbl_ssh_allreg_jun.43969,0.55000001
vbl_ssh_allreg_jun.43970,0.55000001
vbl_ssh_allreg_jun.43971,0.55000001
vbl_ssh_allreg_jun.43972,0.56
vbl_ssh_allreg_jun.43973,0.55000001
vbl_ssh_allreg_jun.43974,0.55000001
vbl_ssh_allreg_jun.43975,0.54000002
vbl_ssh_allreg_jun.43976,0.52999997
vbl_ssh_allreg_jun.43977,0.52999997
vbl_ssh_allreg_jun.43978,0.50999999
vbl_ssh_allreg_jun.43979,0.5
vbl_ssh_allreg_jun.43980,0.49000001
vbl_ssh_allreg_jun.43981,0.47999999
vbl_ssh_allreg_jun.43982,0.46000001
vbl_ssh_allreg_jun.43983,0.44
vbl_ssh_allreg_jun.43984,0.41
vbl_ssh_allreg_jun.43985,0.47999999
vbl_ssh_allreg_jun.43986,0.49000001
vbl_ssh_allreg_jun.43987,0.49000001
vbl_ssh_allreg_jun.43988,0.49000001
vbl_ssh_allreg_jun.43989,0.49000001
vbl_ssh_allreg_jun.43990,0.5
vbl_ssh_allreg_jun.43991,0.5
vbl_ssh_allreg_jun.43992,0.50999999
vbl_ssh_allreg_jun.43993,0.51999998
vbl_ssh_allreg_jun.43994,0.52999997
vbl_ssh_allreg_jun.43995,0.54000002
vbl_ssh_allreg_jun.43996,0.54000002
vbl_ssh_allreg_jun.43997,0.55000001
vbl_ssh_allreg_jun.43998,0.55000001
vbl_ssh_allreg_jun.43999,0.55000001
vbl_ssh_allreg_jun.44000,0.55000001
vbl_ssh_allreg_jun.44001,0.55000001
vbl_ssh_allreg_jun.44002,0.55000001
vbl_ssh_allreg_jun.44003,0.54000002
vbl_ssh_allreg_jun.44004,0.52999997
vbl_ssh_allreg_jun.44005,0.52999997
vbl_ssh_allreg_jun.44006,0.51999998
vbl_ssh_allreg_jun.44007,0.50999999
vbl_ssh_allreg_jun.44008,0.5
vbl_ssh_allreg_jun.44009,0.49000001
vbl_ssh_allreg_jun.44010,0.47
vbl_ssh_allreg_jun.44011,0.44999999
vbl_ssh_allreg_jun.44012,0.43000001
vbl_ssh_allreg_jun.44013,0.40000001
vbl_ssh_allreg_jun.44014,0.44999999
vbl_ssh_allreg_jun.44015,0.46000001
vbl_ssh_allreg_jun.44016,0.46000001
vbl_ssh_allreg_jun.44017,0.47999999
vbl_ssh_allreg_jun.44018,0.49000001
vbl_ssh_allreg_jun.44019,0.49000001
vbl_ssh_allreg_jun.44020,0.5
vbl_ssh_allreg_jun.44021,0.50999999
vbl_ssh_allreg_jun.44022,0.51999998
vbl_ssh_allreg_jun.44023,0.52999997
vbl_ssh_allreg_jun.44024,0.54000002
vbl_ssh_allreg_jun.44025,0.54000002
vbl_ssh_allreg_jun.44026,0.55000001
vbl_ssh_allreg_jun.44027,0.55000001
vbl_ssh_allreg_jun.44028,0.55000001
vbl_ssh_allreg_jun.44029,0.55000001
vbl_ssh_allreg_jun.44030,0.55000001
vbl_ssh_allreg_jun.44031,0.54000002
vbl_ssh_allreg_jun.44032,0.54000002
vbl_ssh_allreg_jun.44033,0.52999997
vbl_ssh_allreg_jun.44034,0.51999998
vbl_ssh_allreg_jun.44035,0.50999999
vbl_ssh_allreg_jun.44036,0.50999999
vbl_ssh_allreg_jun.44037,0.49000001
vbl_ssh_allreg_jun.44038,0.47999999
vbl_ssh_allreg_jun.44039,0.47
vbl_ssh_allreg_jun.44040,0.44999999
vbl_ssh_allreg_jun.44041,0.43000001
vbl_ssh_allreg_jun.44042,0.38999999
vbl_ssh_allreg_jun.44043,0.44
vbl_ssh_allreg_jun.44044,0.46000001
vbl_ssh_allreg_jun.44045,0.46000001
vbl_ssh_allreg_jun.44046,0.47999999
vbl_ssh_allreg_jun.44047,0.49000001
vbl_ssh_allreg_jun.44048,0.5
vbl_ssh_allreg_jun.44049,0.50999999
vbl_ssh_allreg_jun.44050,0.51999998
vbl_ssh_allreg_jun.44051,0.52999997
vbl_ssh_allreg_jun.44052,0.54000002
vbl_ssh_allreg_jun.44053,0.55000001
vbl_ssh_allreg_jun.44054,0.55000001
vbl_ssh_allreg_jun.44055,0.56
vbl_ssh_allreg_jun.44056,0.55000001
vbl_ssh_allreg_jun.44057,0.55000001
vbl_ssh_allreg_jun.44058,0.54000002
vbl_ssh_allreg_jun.44059,0.54000002
vbl_ssh_allreg_jun.44060,0.52999997
vbl_ssh_allreg_jun.44061,0.51999998
vbl_ssh_allreg_jun.44062,0.50999999
vbl_ssh_allreg_jun.44063,0.5
vbl_ssh_allreg_jun.44064,0.49000001
vbl_ssh_allreg_jun.44065,0.47999999
vbl_ssh_allreg_jun.44066,0.46000001
vbl_ssh_allreg_jun.44067,0.44
vbl_ssh_allreg_jun.44068,0.41999999
vbl_ssh_allreg_jun.44069,0.38
vbl_ssh_allreg_jun.44070,0.43000001
vbl_ssh_allreg_jun.44071,0.46000001
vbl_ssh_allreg_jun.44072,0.47
vbl_ssh_allreg_jun.44073,0.49000001
vbl_ssh_allreg_jun.44074,0.5
vbl_ssh_allreg_jun.44075,0.50999999
vbl_ssh_allreg_jun.44076,0.52999997
vbl_ssh_allreg_jun.44077,0.54000002
vbl_ssh_allreg_jun.44078,0.55000001
vbl_ssh_allreg_jun.44079,0.55000001
vbl_ssh_allreg_jun.44080,0.56
vbl_ssh_allreg_jun.44081,0.55000001
vbl_ssh_allreg_jun.44082,0.55000001
vbl_ssh_allreg_jun.44083,0.54000002
vbl_ssh_allreg_jun.44084,0.52999997
vbl_ssh_allreg_jun.44085,0.52999997
vbl_ssh_allreg_jun.44086,0.51999998
vbl_ssh_allreg_jun.44087,0.50999999
vbl_ssh_allreg_jun.44088,0.5
vbl_ssh_allreg_jun.44089,0.49000001
vbl_ssh_allreg_jun.44090,0.47
vbl_ssh_allreg_jun.44091,0.46000001
vbl_ssh_allreg_jun.44092,0.44
vbl_ssh_allreg_jun.44093,0.41
vbl_ssh_allreg_jun.44094,0.38
vbl_ssh_allreg_jun.44095,0.34
vbl_ssh_allreg_jun.44096,0.44999999
vbl_ssh_allreg_jun.44097,0.46000001
vbl_ssh_allreg_jun.44098,0.49000001
vbl_ssh_allreg_jun.44099,0.50999999
vbl_ssh_allreg_jun.44100,0.51999998
vbl_ssh_allreg_jun.44101,0.54000002
vbl_ssh_allreg_jun.44102,0.55000001
vbl_ssh_allreg_jun.44103,0.55000001
vbl_ssh_allreg_jun.44104,0.55000001
vbl_ssh_allreg_jun.44105,0.55000001
vbl_ssh_allreg_jun.44106,0.55000001
vbl_ssh_allreg_jun.44107,0.54000002
vbl_ssh_allreg_jun.44108,0.54000002
vbl_ssh_allreg_jun.44109,0.52999997
vbl_ssh_allreg_jun.44110,0.51999998
vbl_ssh_allreg_jun.44111,0.50999999
vbl_ssh_allreg_jun.44112,0.5
vbl_ssh_allreg_jun.44113,0.47999999
vbl_ssh_allreg_jun.44114,0.47
vbl_ssh_allreg_jun.44115,0.44999999
vbl_ssh_allreg_jun.44116,0.43000001
vbl_ssh_allreg_jun.44117,0.41
vbl_ssh_allreg_jun.44118,0.38999999
vbl_ssh_allreg_jun.44119,0.34
vbl_ssh_allreg_jun.44120,0.44
vbl_ssh_allreg_jun.44121,0.47
vbl_ssh_allreg_jun.44122,0.49000001
vbl_ssh_allreg_jun.44123,0.50999999
vbl_ssh_allreg_jun.44124,0.52999997
vbl_ssh_allreg_jun.44125,0.54000002
vbl_ssh_allreg_jun.44126,0.55000001
vbl_ssh_allreg_jun.44127,0.55000001
vbl_ssh_allreg_jun.44128,0.55000001
vbl_ssh_allreg_jun.44129,0.54000002
vbl_ssh_allreg_jun.44130,0.54000002
vbl_ssh_allreg_jun.44131,0.52999997
vbl_ssh_allreg_jun.44132,0.52999997
vbl_ssh_allreg_jun.44133,0.51999998
vbl_ssh_allreg_jun.44134,0.5
vbl_ssh_allreg_jun.44135,0.49000001
vbl_ssh_allreg_jun.44136,0.47999999
vbl_ssh_allreg_jun.44137,0.47
vbl_ssh_allreg_jun.44138,0.44999999
vbl_ssh_allreg_jun.44139,0.43000001
vbl_ssh_allreg_jun.44140,0.41
vbl_ssh_allreg_jun.44141,0.38
vbl_ssh_allreg_jun.44142,0.34999999
vbl_ssh_allreg_jun.44143,0.47
vbl_ssh_allreg_jun.44144,0.5
vbl_ssh_allreg_jun.44145,0.51999998
vbl_ssh_allreg_jun.44146,0.54000002
vbl_ssh_allreg_jun.44147,0.55000001
vbl_ssh_allreg_jun.44148,0.55000001
vbl_ssh_allreg_jun.44149,0.55000001
vbl_ssh_allreg_jun.44150,0.54000002
vbl_ssh_allreg_jun.44151,0.54000002
vbl_ssh_allreg_jun.44152,0.52999997
vbl_ssh_allreg_jun.44153,0.51999998
vbl_ssh_allreg_jun.44154,0.50999999
vbl_ssh_allreg_jun.44155,0.5
vbl_ssh_allreg_jun.44156,0.49000001
vbl_ssh_allreg_jun.44157,0.47999999
vbl_ssh_allreg_jun.44158,0.46000001
vbl_ssh_allreg_jun.44159,0.44999999
vbl_ssh_allreg_jun.44160,0.44
vbl_ssh_allreg_jun.44161,0.41
vbl_ssh_allreg_jun.44162,0.38999999
vbl_ssh_allreg_jun.44163,0.36000001
vbl_ssh_allreg_jun.44164,0.47
vbl_ssh_allreg_jun.44165,0.5
vbl_ssh_allreg_jun.44166,0.52999997
vbl_ssh_allreg_jun.44167,0.54000002
vbl_ssh_allreg_jun.44168,0.55000001
vbl_ssh_allreg_jun.44169,0.54000002
vbl_ssh_allreg_jun.44170,0.54000002
vbl_ssh_allreg_jun.44171,0.54000002
vbl_ssh_allreg_jun.44172,0.52999997
vbl_ssh_allreg_jun.44173,0.51999998
vbl_ssh_allreg_jun.44174,0.51999998
vbl_ssh_allreg_jun.44175,0.5
vbl_ssh_allreg_jun.44176,0.49000001
vbl_ssh_allreg_jun.44177,0.47999999
vbl_ssh_allreg_jun.44178,0.46000001
vbl_ssh_allreg_jun.44179,0.44999999
vbl_ssh_allreg_jun.44180,0.43000001
vbl_ssh_allreg_jun.44181,0.41
vbl_ssh_allreg_jun.44182,0.38999999
vbl_ssh_allreg_jun.44183,0.37
vbl_ssh_allreg_jun.44184,0.47999999
vbl_ssh_allreg_jun.44185,0.50999999
vbl_ssh_allreg_jun.44186,0.54000002
vbl_ssh_allreg_jun.44187,0.54000002
vbl_ssh_allreg_jun.44188,0.54000002
vbl_ssh_allreg_jun.44189,0.54000002
vbl_ssh_allreg_jun.44190,0.52999997
vbl_ssh_allreg_jun.44191,0.52999997
vbl_ssh_allreg_jun.44192,0.51999998
vbl_ssh_allreg_jun.44193,0.50999999
vbl_ssh_allreg_jun.44194,0.5
vbl_ssh_allreg_jun.44195,0.49000001
vbl_ssh_allreg_jun.44196,0.47999999
vbl_ssh_allreg_jun.44197,0.46000001
vbl_ssh_allreg_jun.44198,0.44
vbl_ssh_allreg_jun.44199,0.41999999
vbl_ssh_allreg_jun.44200,0.40000001
vbl_ssh_allreg_jun.44201,0.38999999
vbl_ssh_allreg_jun.44202,0.36000001
vbl_ssh_allreg_jun.44203,0.49000001
vbl_ssh_allreg_jun.44204,0.52999997
vbl_ssh_allreg_jun.44205,0.54000002
vbl_ssh_allreg_jun.44206,0.54000002
vbl_ssh_allreg_jun.44207,0.54000002
vbl_ssh_allreg_jun.44208,0.52999997
vbl_ssh_allreg_jun.44209,0.52999997
vbl_ssh_allreg_jun.44210,0.51999998
vbl_ssh_allreg_jun.44211,0.50999999
vbl_ssh_allreg_jun.44212,0.5
vbl_ssh_allreg_jun.44213,0.49000001
vbl_ssh_allreg_jun.44214,0.47
vbl_ssh_allreg_jun.44215,0.46000001
vbl_ssh_allreg_jun.44216,0.44
vbl_ssh_allreg_jun.44217,0.41
vbl_ssh_allreg_jun.44218,0.38999999
vbl_ssh_allreg_jun.44219,0.37
vbl_ssh_allreg_jun.44220,0.46000001
vbl_ssh_allreg_jun.44221,0.50999999
vbl_ssh_allreg_jun.44222,0.52999997
vbl_ssh_allreg_jun.44223,0.54000002
vbl_ssh_allreg_jun.44224,0.52999997
vbl_ssh_allreg_jun.44225,0.52999997
vbl_ssh_allreg_jun.44226,0.52999997
vbl_ssh_allreg_jun.44227,0.51999998
vbl_ssh_allreg_jun.44228,0.50999999
vbl_ssh_allreg_jun.44229,0.5
vbl_ssh_allreg_jun.44230,0.49000001
vbl_ssh_allreg_jun.44231,0.47
vbl_ssh_allreg_jun.44232,0.44999999
vbl_ssh_allreg_jun.44233,0.43000001
vbl_ssh_allreg_jun.44234,0.40000001
vbl_ssh_allreg_jun.44235,0.38
vbl_ssh_allreg_jun.44236,0.34
vbl_ssh_allreg_jun.44237,0.49000001
vbl_ssh_allreg_jun.44238,0.52999997
vbl_ssh_allreg_jun.44239,0.54000002
vbl_ssh_allreg_jun.44240,0.52999997
vbl_ssh_allreg_jun.44241,0.52999997
vbl_ssh_allreg_jun.44242,0.51999998
vbl_ssh_allreg_jun.44243,0.50999999
vbl_ssh_allreg_jun.44244,0.50999999
vbl_ssh_allreg_jun.44245,0.5
vbl_ssh_allreg_jun.44246,0.47999999
vbl_ssh_allreg_jun.44247,0.46000001
vbl_ssh_allreg_jun.44248,0.44
vbl_ssh_allreg_jun.44249,0.41999999
vbl_ssh_allreg_jun.44250,0.38
vbl_ssh_allreg_jun.44251,0.36000001
vbl_ssh_allreg_jun.44252,0.36000001
vbl_ssh_allreg_jun.44253,0.47999999
vbl_ssh_allreg_jun.44254,0.51999998
vbl_ssh_allreg_jun.44255,0.52999997
vbl_ssh_allreg_jun.44256,0.52999997
vbl_ssh_allreg_jun.44257,0.51999998
vbl_ssh_allreg_jun.44258,0.51999998
vbl_ssh_allreg_jun.44259,0.50999999
vbl_ssh_allreg_jun.44260,0.50999999
vbl_ssh_allreg_jun.44261,0.49000001
vbl_ssh_allreg_jun.44262,0.47999999
vbl_ssh_allreg_jun.44263,0.46000001
vbl_ssh_allreg_jun.44264,0.44
vbl_ssh_allreg_jun.44265,0.41999999
vbl_ssh_allreg_jun.44266,0.38
vbl_ssh_allreg_jun.44267,0.31999999
vbl_ssh_allreg_jun.44268,0.37
vbl_ssh_allreg_jun.44269,0.37
vbl_ssh_allreg_jun.44270,0.47
vbl_ssh_allreg_jun.44271,0.50999999
vbl_ssh_allreg_jun.44272,0.51999998
vbl_ssh_allreg_jun.44273,0.52999997
vbl_ssh_allreg_jun.44274,0.51999998
vbl_ssh_allreg_jun.44275,0.51999998
vbl_ssh_allreg_jun.44276,0.50999999
vbl_ssh_allreg_jun.44277,0.5
vbl_ssh_allreg_jun.44278,0.49000001
vbl_ssh_allreg_jun.44279,0.47999999
vbl_ssh_allreg_jun.44280,0.46000001
vbl_ssh_allreg_jun.44281,0.44
vbl_ssh_allreg_jun.44282,0.40000001
vbl_ssh_allreg_jun.44283,0.36000001
vbl_ssh_allreg_jun.44284,0.31
vbl_ssh_allreg_jun.44285,0.38
vbl_ssh_allreg_jun.44286,0.38
vbl_ssh_allreg_jun.44287,0.5
vbl_ssh_allreg_jun.44288,0.51999998
vbl_ssh_allreg_jun.44289,0.52999997
vbl_ssh_allreg_jun.44290,0.51999998
vbl_ssh_allreg_jun.44291,0.51999998
vbl_ssh_allreg_jun.44292,0.50999999
vbl_ssh_allreg_jun.44293,0.5
vbl_ssh_allreg_jun.44294,0.49000001
vbl_ssh_allreg_jun.44295,0.47
vbl_ssh_allreg_jun.44296,0.44999999
vbl_ssh_allreg_jun.44297,0.41999999
vbl_ssh_allreg_jun.44298,0.37
vbl_ssh_allreg_jun.44299,0.31999999
vbl_ssh_allreg_jun.44300,0.38999999
vbl_ssh_allreg_jun.44301,0.38999999
vbl_ssh_allreg_jun.44302,0.50999999
vbl_ssh_allreg_jun.44303,0.51999998
vbl_ssh_allreg_jun.44304,0.52999997
vbl_ssh_allreg_jun.44305,0.52999997
vbl_ssh_allreg_jun.44306,0.51999998
vbl_ssh_allreg_jun.44307,0.50999999
vbl_ssh_allreg_jun.44308,0.50999999
vbl_ssh_allreg_jun.44309,0.49000001
vbl_ssh_allreg_jun.44310,0.47
vbl_ssh_allreg_jun.44311,0.44
vbl_ssh_allreg_jun.44312,0.41
vbl_ssh_allreg_jun.44313,0.34999999
vbl_ssh_allreg_jun.44314,0.38999999
vbl_ssh_allreg_jun.44315,0.38999999
vbl_ssh_allreg_jun.44316,0.51999998
vbl_ssh_allreg_jun.44317,0.50999999
vbl_ssh_allreg_jun.44318,0.52999997
vbl_ssh_allreg_jun.44319,0.51999998
vbl_ssh_allreg_jun.44320,0.51999998
vbl_ssh_allreg_jun.44321,0.50999999
vbl_ssh_allreg_jun.44322,0.5
vbl_ssh_allreg_jun.44323,0.49000001
vbl_ssh_allreg_jun.44324,0.47
vbl_ssh_allreg_jun.44325,0.44
vbl_ssh_allreg_jun.44326,0.41
vbl_ssh_allreg_jun.44327,0.34
vbl_ssh_allreg_jun.44328,0.38999999
vbl_ssh_allreg_jun.44329,0.40000001
vbl_ssh_allreg_jun.44330,0.40000001
vbl_ssh_allreg_jun.44331,0.51999998
vbl_ssh_allreg_jun.44332,0.50999999
vbl_ssh_allreg_jun.44333,0.52999997
vbl_ssh_allreg_jun.44334,0.52999997
vbl_ssh_allreg_jun.44335,0.51999998
vbl_ssh_allreg_jun.44336,0.51999998
vbl_ssh_allreg_jun.44337,0.50999999
vbl_ssh_allreg_jun.44338,0.5
vbl_ssh_allreg_jun.44339,0.47999999
vbl_ssh_allreg_jun.44340,0.44
vbl_ssh_allreg_jun.44341,0.41
vbl_ssh_allreg_jun.44342,0.34
vbl_ssh_allreg_jun.44343,0.25
vbl_ssh_allreg_jun.44344,0.41999999
vbl_ssh_allreg_jun.44345,0.41999999
vbl_ssh_allreg_jun.44346,0.41
vbl_ssh_allreg_jun.44347,0.50999999
vbl_ssh_allreg_jun.44348,0.51999998
vbl_ssh_allreg_jun.44349,0.52999997
vbl_ssh_allreg_jun.44350,0.52999997
vbl_ssh_allreg_jun.44351,0.52999997
vbl_ssh_allreg_jun.44352,0.51999998
vbl_ssh_allreg_jun.44353,0.50999999
vbl_ssh_allreg_jun.44354,0.5
vbl_ssh_allreg_jun.44355,0.47999999
vbl_ssh_allreg_jun.44356,0.44999999
vbl_ssh_allreg_jun.44357,0.41999999
vbl_ssh_allreg_jun.44358,0.38
vbl_ssh_allreg_jun.44359,0.30000001
vbl_ssh_allreg_jun.44360,0.41
vbl_ssh_allreg_jun.44361,0.43000001
vbl_ssh_allreg_jun.44362,0.43000001
vbl_ssh_allreg_jun.44363,0.43000001
vbl_ssh_allreg_jun.44364,0.50999999
vbl_ssh_allreg_jun.44365,0.51999998
vbl_ssh_allreg_jun.44366,0.52999997
vbl_ssh_allreg_jun.44367,0.52999997
vbl_ssh_allreg_jun.44368,0.52999997
vbl_ssh_allreg_jun.44369,0.51999998
vbl_ssh_allreg_jun.44370,0.50999999
vbl_ssh_allreg_jun.44371,0.5
vbl_ssh_allreg_jun.44372,0.49000001
vbl_ssh_allreg_jun.44373,0.46000001
vbl_ssh_allreg_jun.44374,0.43000001
vbl_ssh_allreg_jun.44375,0.38999999
vbl_ssh_allreg_jun.44376,0.33000001
vbl_ssh_allreg_jun.44377,0.43000001
vbl_ssh_allreg_jun.44378,0.44
vbl_ssh_allreg_jun.44379,0.44
vbl_ssh_allreg_jun.44380,0.44
vbl_ssh_allreg_jun.44381,0.5
vbl_ssh_allreg_jun.44382,0.51999998
vbl_ssh_allreg_jun.44383,0.52999997
vbl_ssh_allreg_jun.44384,0.52999997
vbl_ssh_allreg_jun.44385,0.52999997
vbl_ssh_allreg_jun.44386,0.51999998
vbl_ssh_allreg_jun.44387,0.51999998
vbl_ssh_allreg_jun.44388,0.50999999
vbl_ssh_allreg_jun.44389,0.5
vbl_ssh_allreg_jun.44390,0.47
vbl_ssh_allreg_jun.44391,0.44999999
vbl_ssh_allreg_jun.44392,0.41999999
vbl_ssh_allreg_jun.44393,0.37
vbl_ssh_allreg_jun.44394,0.31999999
vbl_ssh_allreg_jun.44395,0.38
vbl_ssh_allreg_jun.44396,0.41999999
vbl_ssh_allreg_jun.44397,0.44
vbl_ssh_allreg_jun.44398,0.46000001
vbl_ssh_allreg_jun.44399,0.44999999
vbl_ssh_allreg_jun.44400,0.44999999
vbl_ssh_allreg_jun.44401,0.5
vbl_ssh_allreg_jun.44402,0.52999997
vbl_ssh_allreg_jun.44403,0.52999997
vbl_ssh_allreg_jun.44404,0.52999997
vbl_ssh_allreg_jun.44405,0.52999997
vbl_ssh_allreg_jun.44406,0.52999997
vbl_ssh_allreg_jun.44407,0.51999998
vbl_ssh_allreg_jun.44408,0.51999998
vbl_ssh_allreg_jun.44409,0.50999999
vbl_ssh_allreg_jun.44410,0.47999999
vbl_ssh_allreg_jun.44411,0.46000001
vbl_ssh_allreg_jun.44412,0.43000001
vbl_ssh_allreg_jun.44413,0.40000001
vbl_ssh_allreg_jun.44414,0.36000001
vbl_ssh_allreg_jun.44415,0.36000001
vbl_ssh_allreg_jun.44416,0.40000001
vbl_ssh_allreg_jun.44417,0.41999999
vbl_ssh_allreg_jun.44418,0.44
vbl_ssh_allreg_jun.44419,0.46000001
vbl_ssh_allreg_jun.44420,0.47
vbl_ssh_allreg_jun.44421,0.47
vbl_ssh_allreg_jun.44422,0.46000001
vbl_ssh_allreg_jun.44423,0.49000001
vbl_ssh_allreg_jun.44424,0.52999997
vbl_ssh_allreg_jun.44425,0.54000002
vbl_ssh_allreg_jun.44426,0.54000002
vbl_ssh_allreg_jun.44427,0.54000002
vbl_ssh_allreg_jun.44428,0.52999997
vbl_ssh_allreg_jun.44429,0.52999997
vbl_ssh_allreg_jun.44430,0.51999998
vbl_ssh_allreg_jun.44431,0.50999999
vbl_ssh_allreg_jun.44432,0.5
vbl_ssh_allreg_jun.44433,0.47999999
vbl_ssh_allreg_jun.44434,0.46000001
vbl_ssh_allreg_jun.44435,0.44
vbl_ssh_allreg_jun.44436,0.41999999
vbl_ssh_allreg_jun.44437,0.40000001
vbl_ssh_allreg_jun.44438,0.38999999
vbl_ssh_allreg_jun.44439,0.41
vbl_ssh_allreg_jun.44440,0.43000001
vbl_ssh_allreg_jun.44441,0.44
vbl_ssh_allreg_jun.44442,0.44999999
vbl_ssh_allreg_jun.44443,0.46000001
vbl_ssh_allreg_jun.44444,0.46000001
vbl_ssh_allreg_jun.44445,0.47
vbl_ssh_allreg_jun.44446,0.47
vbl_ssh_allreg_jun.44447,0.47
vbl_ssh_allreg_jun.44448,0.49000001
vbl_ssh_allreg_jun.44449,0.52999997
vbl_ssh_allreg_jun.44450,0.54000002
vbl_ssh_allreg_jun.44451,0.54000002
vbl_ssh_allreg_jun.44452,0.54000002
vbl_ssh_allreg_jun.44453,0.55000001
vbl_ssh_allreg_jun.44454,0.54000002
vbl_ssh_allreg_jun.44455,0.52999997
vbl_ssh_allreg_jun.44456,0.52999997
vbl_ssh_allreg_jun.44457,0.51999998
vbl_ssh_allreg_jun.44458,0.50999999
vbl_ssh_allreg_jun.44459,0.49000001
vbl_ssh_allreg_jun.44460,0.47999999
vbl_ssh_allreg_jun.44461,0.46000001
vbl_ssh_allreg_jun.44462,0.44999999
vbl_ssh_allreg_jun.44463,0.44999999
vbl_ssh_allreg_jun.44464,0.44
vbl_ssh_allreg_jun.44465,0.44
vbl_ssh_allreg_jun.44466,0.44999999
vbl_ssh_allreg_jun.44467,0.44999999
vbl_ssh_allreg_jun.44468,0.46000001
vbl_ssh_allreg_jun.44469,0.46000001
vbl_ssh_allreg_jun.44470,0.47
vbl_ssh_allreg_jun.44471,0.47
vbl_ssh_allreg_jun.44472,0.47
vbl_ssh_allreg_jun.44473,0.49000001
