FID,aug_ssh
vbl_ssh_allreg_aug.51421,0.34999999
vbl_ssh_allreg_aug.51422,0.31999999
vbl_ssh_allreg_aug.51423,0.38
vbl_ssh_allreg_aug.51424,0.38999999
vbl_ssh_allreg_aug.51425,0.40000001
vbl_ssh_allreg_aug.51426,0.41
vbl_ssh_allreg_aug.51427,0.41999999
vbl_ssh_allreg_aug.51428,0.41999999
vbl_ssh_allreg_aug.51429,0.43000001
vbl_ssh_allreg_aug.51430,0.43000001
vbl_ssh_allreg_aug.51431,0.43000001
vbl_ssh_allreg_aug.51432,0.43000001
vbl_ssh_allreg_aug.51433,0.43000001
vbl_ssh_allreg_aug.51434,0.41999999
vbl_ssh_allreg_aug.51435,0.41999999
vbl_ssh_allreg_aug.51436,0.41999999
vbl_ssh_allreg_aug.51437,0.41999999
vbl_ssh_allreg_aug.51438,0.41999999
vbl_ssh_allreg_aug.51439,0.41999999
vbl_ssh_allreg_aug.51440,0.41
vbl_ssh_allreg_aug.51441,0.40000001
vbl_ssh_allreg_aug.51442,0.38
vbl_ssh_allreg_aug.51443,0.37
vbl_ssh_allreg_aug.51444,0.34
vbl_ssh_allreg_aug.51445,0.38
vbl_ssh_allreg_aug.51446,0.38999999
vbl_ssh_allreg_aug.51447,0.40000001
vbl_ssh_allreg_aug.51448,0.41
vbl_ssh_allreg_aug.51449,0.40000001
vbl_ssh_allreg_aug.51450,0.40000001
vbl_ssh_allreg_aug.51451,0.40000001
vbl_ssh_allreg_aug.51452,0.40000001
vbl_ssh_allreg_aug.51453,0.40000001
vbl_ssh_allreg_aug.51454,0.38
vbl_ssh_allreg_aug.51455,0.38
vbl_ssh_allreg_aug.51456,0.34999999
vbl_ssh_allreg_aug.51457,0.44999999
vbl_ssh_allreg_aug.51458,0.62
vbl_ssh_allreg_aug.51459,0.76999998
vbl_ssh_allreg_aug.51460,0.77999997
vbl_ssh_allreg_aug.51461,0.79000002
vbl_ssh_allreg_aug.51462,0.79000002
vbl_ssh_allreg_aug.51463,0.79000002
vbl_ssh_allreg_aug.51464,0.80000001
vbl_ssh_allreg_aug.51465,0.80000001
vbl_ssh_allreg_aug.51466,0.80000001
vbl_ssh_allreg_aug.51467,0.80000001
vbl_ssh_allreg_aug.51468,0.79000002
vbl_ssh_allreg_aug.51469,0.79000002
vbl_ssh_allreg_aug.51470,0.79000002
vbl_ssh_allreg_aug.51471,0.79000002
vbl_ssh_allreg_aug.51472,0.77999997
vbl_ssh_allreg_aug.51473,0.77999997
vbl_ssh_allreg_aug.51474,0.77999997
vbl_ssh_allreg_aug.51475,0.77999997
vbl_ssh_allreg_aug.51476,0.76999998
vbl_ssh_allreg_aug.51477,0.76999998
vbl_ssh_allreg_aug.51478,0.69
vbl_ssh_allreg_aug.51479,0.75999999
vbl_ssh_allreg_aug.51480,0.76999998
vbl_ssh_allreg_aug.51481,0.77999997
vbl_ssh_allreg_aug.51482,0.79000002
vbl_ssh_allreg_aug.51483,0.79000002
vbl_ssh_allreg_aug.51484,0.80000001
vbl_ssh_allreg_aug.51485,0.80000001
vbl_ssh_allreg_aug.51486,0.80000001
vbl_ssh_allreg_aug.51487,0.80000001
vbl_ssh_allreg_aug.51488,0.80000001
vbl_ssh_allreg_aug.51489,0.79000002
vbl_ssh_allreg_aug.51490,0.79000002
vbl_ssh_allreg_aug.51491,0.79000002
vbl_ssh_allreg_aug.51492,0.77999997
vbl_ssh_allreg_aug.51493,0.77999997
vbl_ssh_allreg_aug.51494,0.77999997
vbl_ssh_allreg_aug.51495,0.77999997
vbl_ssh_allreg_aug.51496,0.76999998
vbl_ssh_allreg_aug.51497,0.76999998
vbl_ssh_allreg_aug.51498,0.76999998
vbl_ssh_allreg_aug.51499,0.75999999
vbl_ssh_allreg_aug.51500,0.70999998
vbl_ssh_allreg_aug.51501,0.75999999
vbl_ssh_allreg_aug.51502,0.76999998
vbl_ssh_allreg_aug.51503,0.77999997
vbl_ssh_allreg_aug.51504,0.79000002
vbl_ssh_allreg_aug.51505,0.79000002
vbl_ssh_allreg_aug.51506,0.80000001
vbl_ssh_allreg_aug.51507,0.80000001
vbl_ssh_allreg_aug.51508,0.80000001
vbl_ssh_allreg_aug.51509,0.80000001
vbl_ssh_allreg_aug.51510,0.80000001
vbl_ssh_allreg_aug.51511,0.79000002
vbl_ssh_allreg_aug.51512,0.79000002
vbl_ssh_allreg_aug.51513,0.79000002
vbl_ssh_allreg_aug.51514,0.79000002
vbl_ssh_allreg_aug.51515,0.77999997
vbl_ssh_allreg_aug.51516,0.77999997
vbl_ssh_allreg_aug.51517,0.77999997
vbl_ssh_allreg_aug.51518,0.77999997
vbl_ssh_allreg_aug.51519,0.76999998
vbl_ssh_allreg_aug.51520,0.76999998
vbl_ssh_allreg_aug.51521,0.75999999
vbl_ssh_allreg_aug.51522,0.70999998
vbl_ssh_allreg_aug.51523,0.75
vbl_ssh_allreg_aug.51524,0.76999998
vbl_ssh_allreg_aug.51525,0.77999997
vbl_ssh_allreg_aug.51526,0.77999997
vbl_ssh_allreg_aug.51527,0.79000002
vbl_ssh_allreg_aug.51528,0.80000001
vbl_ssh_allreg_aug.51529,0.80000001
vbl_ssh_allreg_aug.51530,0.80000001
vbl_ssh_allreg_aug.51531,0.80000001
vbl_ssh_allreg_aug.51532,0.80000001
vbl_ssh_allreg_aug.51533,0.79000002
vbl_ssh_allreg_aug.51534,0.79000002
vbl_ssh_allreg_aug.51535,0.79000002
vbl_ssh_allreg_aug.51536,0.79000002
vbl_ssh_allreg_aug.51537,0.77999997
vbl_ssh_allreg_aug.51538,0.77999997
vbl_ssh_allreg_aug.51539,0.77999997
vbl_ssh_allreg_aug.51540,0.76999998
vbl_ssh_allreg_aug.51541,0.76999998
vbl_ssh_allreg_aug.51542,0.76999998
vbl_ssh_allreg_aug.51543,0.70999998
vbl_ssh_allreg_aug.51544,0.75
vbl_ssh_allreg_aug.51545,0.75999999
vbl_ssh_allreg_aug.51546,0.77999997
vbl_ssh_allreg_aug.51547,0.77999997
vbl_ssh_allreg_aug.51548,0.79000002
vbl_ssh_allreg_aug.51549,0.79000002
vbl_ssh_allreg_aug.51550,0.80000001
vbl_ssh_allreg_aug.51551,0.80000001
vbl_ssh_allreg_aug.51552,0.80000001
vbl_ssh_allreg_aug.51553,0.80000001
vbl_ssh_allreg_aug.51554,0.79000002
vbl_ssh_allreg_aug.51555,0.79000002
vbl_ssh_allreg_aug.51556,0.79000002
vbl_ssh_allreg_aug.51557,0.79000002
vbl_ssh_allreg_aug.51558,0.77999997
vbl_ssh_allreg_aug.51559,0.77999997
vbl_ssh_allreg_aug.51560,0.77999997
vbl_ssh_allreg_aug.51561,0.76999998
vbl_ssh_allreg_aug.51562,0.76999998
vbl_ssh_allreg_aug.51563,0.76999998
vbl_ssh_allreg_aug.51564,0.58999997
vbl_ssh_allreg_aug.51565,0.72000003
vbl_ssh_allreg_aug.51566,0.75
vbl_ssh_allreg_aug.51567,0.76999998
vbl_ssh_allreg_aug.51568,0.77999997
vbl_ssh_allreg_aug.51569,0.77999997
vbl_ssh_allreg_aug.51570,0.79000002
vbl_ssh_allreg_aug.51571,0.79000002
vbl_ssh_allreg_aug.51572,0.80000001
vbl_ssh_allreg_aug.51573,0.80000001
vbl_ssh_allreg_aug.51574,0.80000001
vbl_ssh_allreg_aug.51575,0.80000001
vbl_ssh_allreg_aug.51576,0.79000002
vbl_ssh_allreg_aug.51577,0.79000002
vbl_ssh_allreg_aug.51578,0.79000002
vbl_ssh_allreg_aug.51579,0.79000002
vbl_ssh_allreg_aug.51580,0.77999997
vbl_ssh_allreg_aug.51581,0.77999997
vbl_ssh_allreg_aug.51582,0.77999997
vbl_ssh_allreg_aug.51583,0.76999998
vbl_ssh_allreg_aug.51584,0.76999998
vbl_ssh_allreg_aug.51585,0.76999998
vbl_ssh_allreg_aug.51586,0.62
vbl_ssh_allreg_aug.51587,0.72000003
vbl_ssh_allreg_aug.51588,0.75
vbl_ssh_allreg_aug.51589,0.76999998
vbl_ssh_allreg_aug.51590,0.77999997
vbl_ssh_allreg_aug.51591,0.77999997
vbl_ssh_allreg_aug.51592,0.79000002
vbl_ssh_allreg_aug.51593,0.80000001
vbl_ssh_allreg_aug.51594,0.80000001
vbl_ssh_allreg_aug.51595,0.80000001
vbl_ssh_allreg_aug.51596,0.80000001
vbl_ssh_allreg_aug.51597,0.80000001
vbl_ssh_allreg_aug.51598,0.80000001
vbl_ssh_allreg_aug.51599,0.79000002
vbl_ssh_allreg_aug.51600,0.79000002
vbl_ssh_allreg_aug.51601,0.79000002
vbl_ssh_allreg_aug.51602,0.77999997
vbl_ssh_allreg_aug.51603,0.77999997
vbl_ssh_allreg_aug.51604,0.77999997
vbl_ssh_allreg_aug.51605,0.76999998
vbl_ssh_allreg_aug.51606,0.76999998
vbl_ssh_allreg_aug.51607,0.64999998
vbl_ssh_allreg_aug.51608,0.73000002
vbl_ssh_allreg_aug.51609,0.75999999
vbl_ssh_allreg_aug.51610,0.76999998
vbl_ssh_allreg_aug.51611,0.77999997
vbl_ssh_allreg_aug.51612,0.79000002
vbl_ssh_allreg_aug.51613,0.79000002
vbl_ssh_allreg_aug.51614,0.80000001
vbl_ssh_allreg_aug.51615,0.80000001
vbl_ssh_allreg_aug.51616,0.80000001
vbl_ssh_allreg_aug.51617,0.80000001
vbl_ssh_allreg_aug.51618,0.80000001
vbl_ssh_allreg_aug.51619,0.80000001
vbl_ssh_allreg_aug.51620,0.79000002
vbl_ssh_allreg_aug.51621,0.79000002
vbl_ssh_allreg_aug.51622,0.79000002
vbl_ssh_allreg_aug.51623,0.77999997
vbl_ssh_allreg_aug.51624,0.77999997
vbl_ssh_allreg_aug.51625,0.77999997
vbl_ssh_allreg_aug.51626,0.76999998
vbl_ssh_allreg_aug.51627,0.76999998
vbl_ssh_allreg_aug.51628,0.67000002
vbl_ssh_allreg_aug.51629,0.73000002
vbl_ssh_allreg_aug.51630,0.75999999
vbl_ssh_allreg_aug.51631,0.77999997
vbl_ssh_allreg_aug.51632,0.79000002
vbl_ssh_allreg_aug.51633,0.79000002
vbl_ssh_allreg_aug.51634,0.80000001
vbl_ssh_allreg_aug.51635,0.80000001
vbl_ssh_allreg_aug.51636,0.80000001
vbl_ssh_allreg_aug.51637,0.81
vbl_ssh_allreg_aug.51638,0.81
vbl_ssh_allreg_aug.51639,0.80000001
vbl_ssh_allreg_aug.51640,0.80000001
vbl_ssh_allreg_aug.51641,0.79000002
vbl_ssh_allreg_aug.51642,0.79000002
vbl_ssh_allreg_aug.51643,0.79000002
vbl_ssh_allreg_aug.51644,0.79000002
vbl_ssh_allreg_aug.51645,0.77999997
vbl_ssh_allreg_aug.51646,0.77999997
vbl_ssh_allreg_aug.51647,0.76999998
vbl_ssh_allreg_aug.51648,0.76999998
vbl_ssh_allreg_aug.51649,0.69999999
vbl_ssh_allreg_aug.51650,0.74000001
vbl_ssh_allreg_aug.51651,0.76999998
vbl_ssh_allreg_aug.51652,0.77999997
vbl_ssh_allreg_aug.51653,0.79000002
vbl_ssh_allreg_aug.51654,0.79000002
vbl_ssh_allreg_aug.51655,0.80000001
vbl_ssh_allreg_aug.51656,0.80000001
vbl_ssh_allreg_aug.51657,0.80000001
vbl_ssh_allreg_aug.51658,0.81
vbl_ssh_allreg_aug.51659,0.81
vbl_ssh_allreg_aug.51660,0.80000001
vbl_ssh_allreg_aug.51661,0.80000001
vbl_ssh_allreg_aug.51662,0.79000002
vbl_ssh_allreg_aug.51663,0.79000002
vbl_ssh_allreg_aug.51664,0.79000002
vbl_ssh_allreg_aug.51665,0.77999997
vbl_ssh_allreg_aug.51666,0.77999997
vbl_ssh_allreg_aug.51667,0.77999997
vbl_ssh_allreg_aug.51668,0.76999998
vbl_ssh_allreg_aug.51669,0.70999998
vbl_ssh_allreg_aug.51670,0.75
vbl_ssh_allreg_aug.51671,0.76999998
vbl_ssh_allreg_aug.51672,0.79000002
vbl_ssh_allreg_aug.51673,0.79000002
vbl_ssh_allreg_aug.51674,0.80000001
vbl_ssh_allreg_aug.51675,0.80000001
vbl_ssh_allreg_aug.51676,0.81
vbl_ssh_allreg_aug.51677,0.81
vbl_ssh_allreg_aug.51678,0.81
vbl_ssh_allreg_aug.51679,0.81
vbl_ssh_allreg_aug.51680,0.80000001
vbl_ssh_allreg_aug.51681,0.80000001
vbl_ssh_allreg_aug.51682,0.80000001
vbl_ssh_allreg_aug.51683,0.79000002
vbl_ssh_allreg_aug.51684,0.79000002
vbl_ssh_allreg_aug.51685,0.77999997
vbl_ssh_allreg_aug.51686,0.77999997
vbl_ssh_allreg_aug.51687,0.77999997
vbl_ssh_allreg_aug.51688,0.76999998
vbl_ssh_allreg_aug.51689,0.58999997
vbl_ssh_allreg_aug.51690,0.72000003
vbl_ssh_allreg_aug.51691,0.75999999
vbl_ssh_allreg_aug.51692,0.77999997
vbl_ssh_allreg_aug.51693,0.79000002
vbl_ssh_allreg_aug.51694,0.80000001
vbl_ssh_allreg_aug.51695,0.80000001
vbl_ssh_allreg_aug.51696,0.81
vbl_ssh_allreg_aug.51697,0.81
vbl_ssh_allreg_aug.51698,0.81
vbl_ssh_allreg_aug.51699,0.81
vbl_ssh_allreg_aug.51700,0.81
vbl_ssh_allreg_aug.51701,0.80000001
vbl_ssh_allreg_aug.51702,0.80000001
vbl_ssh_allreg_aug.51703,0.80000001
vbl_ssh_allreg_aug.51704,0.79000002
vbl_ssh_allreg_aug.51705,0.79000002
vbl_ssh_allreg_aug.51706,0.79000002
vbl_ssh_allreg_aug.51707,0.77999997
vbl_ssh_allreg_aug.51708,0.77999997
vbl_ssh_allreg_aug.51709,0.76999998
vbl_ssh_allreg_aug.51710,0.66000003
vbl_ssh_allreg_aug.51711,0.73000002
vbl_ssh_allreg_aug.51712,0.76999998
vbl_ssh_allreg_aug.51713,0.79000002
vbl_ssh_allreg_aug.51714,0.79000002
vbl_ssh_allreg_aug.51715,0.80000001
vbl_ssh_allreg_aug.51716,0.80000001
vbl_ssh_allreg_aug.51717,0.81
vbl_ssh_allreg_aug.51718,0.81
vbl_ssh_allreg_aug.51719,0.81
vbl_ssh_allreg_aug.51720,0.81
vbl_ssh_allreg_aug.51721,0.81
vbl_ssh_allreg_aug.51722,0.81
vbl_ssh_allreg_aug.51723,0.80000001
vbl_ssh_allreg_aug.51724,0.80000001
vbl_ssh_allreg_aug.51725,0.79000002
vbl_ssh_allreg_aug.51726,0.79000002
vbl_ssh_allreg_aug.51727,0.79000002
vbl_ssh_allreg_aug.51728,0.77999997
vbl_ssh_allreg_aug.51729,0.77999997
vbl_ssh_allreg_aug.51730,0.69999999
vbl_ssh_allreg_aug.51731,0.75
vbl_ssh_allreg_aug.51732,0.76999998
vbl_ssh_allreg_aug.51733,0.79000002
vbl_ssh_allreg_aug.51734,0.80000001
vbl_ssh_allreg_aug.51735,0.80000001
vbl_ssh_allreg_aug.51736,0.81
vbl_ssh_allreg_aug.51737,0.81
vbl_ssh_allreg_aug.51738,0.81
vbl_ssh_allreg_aug.51739,0.81
vbl_ssh_allreg_aug.51740,0.81
vbl_ssh_allreg_aug.51741,0.81
vbl_ssh_allreg_aug.51742,0.81
vbl_ssh_allreg_aug.51743,0.81
vbl_ssh_allreg_aug.51744,0.80000001
vbl_ssh_allreg_aug.51745,0.79000002
vbl_ssh_allreg_aug.51746,0.79000002
vbl_ssh_allreg_aug.51747,0.77999997
vbl_ssh_allreg_aug.51748,0.77999997
vbl_ssh_allreg_aug.51749,0.76999998
vbl_ssh_allreg_aug.51750,0.63
vbl_ssh_allreg_aug.51751,0.72000003
vbl_ssh_allreg_aug.51752,0.75999999
vbl_ssh_allreg_aug.51753,0.77999997
vbl_ssh_allreg_aug.51754,0.80000001
vbl_ssh_allreg_aug.51755,0.80000001
vbl_ssh_allreg_aug.51756,0.80000001
vbl_ssh_allreg_aug.51757,0.81
vbl_ssh_allreg_aug.51758,0.81
vbl_ssh_allreg_aug.51759,0.81
vbl_ssh_allreg_aug.51760,0.81
vbl_ssh_allreg_aug.51761,0.81
vbl_ssh_allreg_aug.51762,0.81
vbl_ssh_allreg_aug.51763,0.81
vbl_ssh_allreg_aug.51764,0.80000001
vbl_ssh_allreg_aug.51765,0.80000001
vbl_ssh_allreg_aug.51766,0.79000002
vbl_ssh_allreg_aug.51767,0.79000002
vbl_ssh_allreg_aug.51768,0.77999997
vbl_ssh_allreg_aug.51769,0.77999997
vbl_ssh_allreg_aug.51770,0.76999998
vbl_ssh_allreg_aug.51771,0.68000001
vbl_ssh_allreg_aug.51772,0.73000002
vbl_ssh_allreg_aug.51773,0.76999998
vbl_ssh_allreg_aug.51774,0.79000002
vbl_ssh_allreg_aug.51775,0.80000001
vbl_ssh_allreg_aug.51776,0.81
vbl_ssh_allreg_aug.51777,0.81
vbl_ssh_allreg_aug.51778,0.81
vbl_ssh_allreg_aug.51779,0.81999999
vbl_ssh_allreg_aug.51780,0.81
vbl_ssh_allreg_aug.51781,0.81999999
vbl_ssh_allreg_aug.51782,0.81999999
vbl_ssh_allreg_aug.51783,0.81
vbl_ssh_allreg_aug.51784,0.81
vbl_ssh_allreg_aug.51785,0.80000001
vbl_ssh_allreg_aug.51786,0.80000001
vbl_ssh_allreg_aug.51787,0.80000001
vbl_ssh_allreg_aug.51788,0.79000002
vbl_ssh_allreg_aug.51789,0.77999997
vbl_ssh_allreg_aug.51790,0.77999997
vbl_ssh_allreg_aug.51791,0.76999998
vbl_ssh_allreg_aug.51792,0.57999998
vbl_ssh_allreg_aug.51793,0.69999999
vbl_ssh_allreg_aug.51794,0.75
vbl_ssh_allreg_aug.51795,0.76999998
vbl_ssh_allreg_aug.51796,0.79000002
vbl_ssh_allreg_aug.51797,0.80000001
vbl_ssh_allreg_aug.51798,0.81
vbl_ssh_allreg_aug.51799,0.81
vbl_ssh_allreg_aug.51800,0.81
vbl_ssh_allreg_aug.51801,0.81999999
vbl_ssh_allreg_aug.51802,0.81999999
vbl_ssh_allreg_aug.51803,0.81999999
vbl_ssh_allreg_aug.51804,0.81999999
vbl_ssh_allreg_aug.51805,0.81
vbl_ssh_allreg_aug.51806,0.81
vbl_ssh_allreg_aug.51807,0.80000001
vbl_ssh_allreg_aug.51808,0.80000001
vbl_ssh_allreg_aug.51809,0.79000002
vbl_ssh_allreg_aug.51810,0.79000002
vbl_ssh_allreg_aug.51811,0.77999997
vbl_ssh_allreg_aug.51812,0.77999997
vbl_ssh_allreg_aug.51813,0.76999998
vbl_ssh_allreg_aug.51814,0.62
vbl_ssh_allreg_aug.51815,0.72000003
vbl_ssh_allreg_aug.51816,0.75999999
vbl_ssh_allreg_aug.51817,0.77999997
vbl_ssh_allreg_aug.51818,0.80000001
vbl_ssh_allreg_aug.51819,0.81
vbl_ssh_allreg_aug.51820,0.81999999
vbl_ssh_allreg_aug.51821,0.81999999
vbl_ssh_allreg_aug.51822,0.81999999
vbl_ssh_allreg_aug.51823,0.81999999
vbl_ssh_allreg_aug.51824,0.81999999
vbl_ssh_allreg_aug.51825,0.81999999
vbl_ssh_allreg_aug.51826,0.81999999
vbl_ssh_allreg_aug.51827,0.81
vbl_ssh_allreg_aug.51828,0.81
vbl_ssh_allreg_aug.51829,0.80000001
vbl_ssh_allreg_aug.51830,0.80000001
vbl_ssh_allreg_aug.51831,0.79000002
vbl_ssh_allreg_aug.51832,0.79000002
vbl_ssh_allreg_aug.51833,0.77999997
vbl_ssh_allreg_aug.51834,0.77999997
vbl_ssh_allreg_aug.51835,0.76999998
vbl_ssh_allreg_aug.51836,0.63999999
vbl_ssh_allreg_aug.51837,0.73000002
vbl_ssh_allreg_aug.51838,0.76999998
vbl_ssh_allreg_aug.51839,0.79000002
vbl_ssh_allreg_aug.51840,0.81
vbl_ssh_allreg_aug.51841,0.81999999
vbl_ssh_allreg_aug.51842,0.81999999
vbl_ssh_allreg_aug.51843,0.81999999
vbl_ssh_allreg_aug.51844,0.81999999
vbl_ssh_allreg_aug.51845,0.81999999
vbl_ssh_allreg_aug.51846,0.81999999
vbl_ssh_allreg_aug.51847,0.81999999
vbl_ssh_allreg_aug.51848,0.81999999
vbl_ssh_allreg_aug.51849,0.81
vbl_ssh_allreg_aug.51850,0.81
vbl_ssh_allreg_aug.51851,0.80000001
vbl_ssh_allreg_aug.51852,0.80000001
vbl_ssh_allreg_aug.51853,0.79000002
vbl_ssh_allreg_aug.51854,0.77999997
vbl_ssh_allreg_aug.51855,0.77999997
vbl_ssh_allreg_aug.51856,0.76999998
vbl_ssh_allreg_aug.51857,0.76999998
vbl_ssh_allreg_aug.51858,0.67000002
vbl_ssh_allreg_aug.51859,0.75
vbl_ssh_allreg_aug.51860,0.77999997
vbl_ssh_allreg_aug.51861,0.79000002
vbl_ssh_allreg_aug.51862,0.81
vbl_ssh_allreg_aug.51863,0.81999999
vbl_ssh_allreg_aug.51864,0.81999999
vbl_ssh_allreg_aug.51865,0.81999999
vbl_ssh_allreg_aug.51866,0.81999999
vbl_ssh_allreg_aug.51867,0.81999999
vbl_ssh_allreg_aug.51868,0.81999999
vbl_ssh_allreg_aug.51869,0.81999999
vbl_ssh_allreg_aug.51870,0.81999999
vbl_ssh_allreg_aug.51871,0.81
vbl_ssh_allreg_aug.51872,0.81
vbl_ssh_allreg_aug.51873,0.80000001
vbl_ssh_allreg_aug.51874,0.80000001
vbl_ssh_allreg_aug.51875,0.79000002
vbl_ssh_allreg_aug.51876,0.77999997
vbl_ssh_allreg_aug.51877,0.77999997
vbl_ssh_allreg_aug.51878,0.76999998
vbl_ssh_allreg_aug.51879,0.76999998
vbl_ssh_allreg_aug.51880,0.76999998
vbl_ssh_allreg_aug.51881,0.68000001
vbl_ssh_allreg_aug.51882,0.75
vbl_ssh_allreg_aug.51883,0.77999997
vbl_ssh_allreg_aug.51884,0.80000001
vbl_ssh_allreg_aug.51885,0.81
vbl_ssh_allreg_aug.51886,0.81999999
vbl_ssh_allreg_aug.51887,0.81999999
vbl_ssh_allreg_aug.51888,0.81999999
vbl_ssh_allreg_aug.51889,0.81999999
vbl_ssh_allreg_aug.51890,0.81999999
vbl_ssh_allreg_aug.51891,0.81999999
vbl_ssh_allreg_aug.51892,0.81999999
vbl_ssh_allreg_aug.51893,0.81999999
vbl_ssh_allreg_aug.51894,0.81
vbl_ssh_allreg_aug.51895,0.81
vbl_ssh_allreg_aug.51896,0.80000001
vbl_ssh_allreg_aug.51897,0.80000001
vbl_ssh_allreg_aug.51898,0.79000002
vbl_ssh_allreg_aug.51899,0.77999997
vbl_ssh_allreg_aug.51900,0.77999997
vbl_ssh_allreg_aug.51901,0.76999998
vbl_ssh_allreg_aug.51902,0.76999998
vbl_ssh_allreg_aug.51903,0.76999998
vbl_ssh_allreg_aug.51904,0.68000001
vbl_ssh_allreg_aug.51905,0.75
vbl_ssh_allreg_aug.51906,0.77999997
vbl_ssh_allreg_aug.51907,0.80000001
vbl_ssh_allreg_aug.51908,0.81
vbl_ssh_allreg_aug.51909,0.81999999
vbl_ssh_allreg_aug.51910,0.82999998
vbl_ssh_allreg_aug.51911,0.82999998
vbl_ssh_allreg_aug.51912,0.82999998
vbl_ssh_allreg_aug.51913,0.81999999
vbl_ssh_allreg_aug.51914,0.81999999
vbl_ssh_allreg_aug.51915,0.81999999
vbl_ssh_allreg_aug.51916,0.81999999
vbl_ssh_allreg_aug.51917,0.81
vbl_ssh_allreg_aug.51918,0.81
vbl_ssh_allreg_aug.51919,0.80000001
vbl_ssh_allreg_aug.51920,0.79000002
vbl_ssh_allreg_aug.51921,0.79000002
vbl_ssh_allreg_aug.51922,0.77999997
vbl_ssh_allreg_aug.51923,0.77999997
vbl_ssh_allreg_aug.51924,0.76999998
vbl_ssh_allreg_aug.51925,0.76999998
vbl_ssh_allreg_aug.51926,0.75999999
vbl_ssh_allreg_aug.51927,0.75999999
vbl_ssh_allreg_aug.51928,0.66000003
vbl_ssh_allreg_aug.51929,0.75
vbl_ssh_allreg_aug.51930,0.77999997
vbl_ssh_allreg_aug.51931,0.80000001
vbl_ssh_allreg_aug.51932,0.81
vbl_ssh_allreg_aug.51933,0.81999999
vbl_ssh_allreg_aug.51934,0.81999999
vbl_ssh_allreg_aug.51935,0.81999999
vbl_ssh_allreg_aug.51936,0.81999999
vbl_ssh_allreg_aug.51937,0.81999999
vbl_ssh_allreg_aug.51938,0.81999999
vbl_ssh_allreg_aug.51939,0.81999999
vbl_ssh_allreg_aug.51940,0.81999999
vbl_ssh_allreg_aug.51941,0.81
vbl_ssh_allreg_aug.51942,0.81
vbl_ssh_allreg_aug.51943,0.80000001
vbl_ssh_allreg_aug.51944,0.79000002
vbl_ssh_allreg_aug.51945,0.79000002
vbl_ssh_allreg_aug.51946,0.77999997
vbl_ssh_allreg_aug.51947,0.77999997
vbl_ssh_allreg_aug.51948,0.76999998
vbl_ssh_allreg_aug.51949,0.76999998
vbl_ssh_allreg_aug.51950,0.75999999
vbl_ssh_allreg_aug.51951,0.75999999
vbl_ssh_allreg_aug.51952,0.74000001
vbl_ssh_allreg_aug.51953,0.77999997
vbl_ssh_allreg_aug.51954,0.80000001
vbl_ssh_allreg_aug.51955,0.81
vbl_ssh_allreg_aug.51956,0.81999999
vbl_ssh_allreg_aug.51957,0.81999999
vbl_ssh_allreg_aug.51958,0.81999999
vbl_ssh_allreg_aug.51959,0.81999999
vbl_ssh_allreg_aug.51960,0.81999999
vbl_ssh_allreg_aug.51961,0.81999999
vbl_ssh_allreg_aug.51962,0.81999999
vbl_ssh_allreg_aug.51963,0.81999999
vbl_ssh_allreg_aug.51964,0.81
vbl_ssh_allreg_aug.51965,0.81
vbl_ssh_allreg_aug.51966,0.80000001
vbl_ssh_allreg_aug.51967,0.79000002
vbl_ssh_allreg_aug.51968,0.79000002
vbl_ssh_allreg_aug.51969,0.77999997
vbl_ssh_allreg_aug.51970,0.77999997
vbl_ssh_allreg_aug.51971,0.76999998
vbl_ssh_allreg_aug.51972,0.76999998
vbl_ssh_allreg_aug.51973,0.75999999
vbl_ssh_allreg_aug.51974,0.75999999
vbl_ssh_allreg_aug.51975,0.75999999
vbl_ssh_allreg_aug.51976,0.74000001
vbl_ssh_allreg_aug.51977,0.76999998
vbl_ssh_allreg_aug.51978,0.79000002
vbl_ssh_allreg_aug.51979,0.81
vbl_ssh_allreg_aug.51980,0.81999999
vbl_ssh_allreg_aug.51981,0.81999999
vbl_ssh_allreg_aug.51982,0.81999999
vbl_ssh_allreg_aug.51983,0.81999999
vbl_ssh_allreg_aug.51984,0.81999999
vbl_ssh_allreg_aug.51985,0.81999999
vbl_ssh_allreg_aug.51986,0.81999999
vbl_ssh_allreg_aug.51987,0.81999999
vbl_ssh_allreg_aug.51988,0.81
vbl_ssh_allreg_aug.51989,0.81
vbl_ssh_allreg_aug.51990,0.80000001
vbl_ssh_allreg_aug.51991,0.79000002
vbl_ssh_allreg_aug.51992,0.79000002
vbl_ssh_allreg_aug.51993,0.77999997
vbl_ssh_allreg_aug.51994,0.77999997
vbl_ssh_allreg_aug.51995,0.76999998
vbl_ssh_allreg_aug.51996,0.76999998
vbl_ssh_allreg_aug.51997,0.75999999
vbl_ssh_allreg_aug.51998,0.75999999
vbl_ssh_allreg_aug.51999,0.75999999
vbl_ssh_allreg_aug.52000,0.75
vbl_ssh_allreg_aug.52001,0.69999999
vbl_ssh_allreg_aug.52002,0.75999999
vbl_ssh_allreg_aug.52003,0.79000002
vbl_ssh_allreg_aug.52004,0.80000001
vbl_ssh_allreg_aug.52005,0.81999999
vbl_ssh_allreg_aug.52006,0.81999999
vbl_ssh_allreg_aug.52007,0.81999999
vbl_ssh_allreg_aug.52008,0.81999999
vbl_ssh_allreg_aug.52009,0.81999999
vbl_ssh_allreg_aug.52010,0.81999999
