FID,ann_ssh
vbl_ssh_allreg_ann.57186,2.28999996
vbl_ssh_allreg_ann.57187,2.27999997
vbl_ssh_allreg_ann.57188,2.25999999
vbl_ssh_allreg_ann.57189,2.24000001
vbl_ssh_allreg_ann.57190,2.22000003
vbl_ssh_allreg_ann.57191,2.19000006
vbl_ssh_allreg_ann.57192,2.16000009
vbl_ssh_allreg_ann.57193,2.13000011
vbl_ssh_allreg_ann.57194,2.0999999
vbl_ssh_allreg_ann.57195,2.06999993
vbl_ssh_allreg_ann.57196,2.00999999
vbl_ssh_allreg_ann.57197,1.90999997
vbl_ssh_allreg_ann.57198,2.44000006
vbl_ssh_allreg_ann.57199,2.44000006
vbl_ssh_allreg_ann.57200,2.44000006
vbl_ssh_allreg_ann.57201,2.44000006
vbl_ssh_allreg_ann.57202,2.44000006
vbl_ssh_allreg_ann.57203,2.44000006
vbl_ssh_allreg_ann.57204,2.44000006
vbl_ssh_allreg_ann.57205,2.44000006
vbl_ssh_allreg_ann.57206,2.44000006
vbl_ssh_allreg_ann.57207,2.44000006
vbl_ssh_allreg_ann.57208,2.44000006
vbl_ssh_allreg_ann.57209,2.44000006
vbl_ssh_allreg_ann.57210,2.43000007
vbl_ssh_allreg_ann.57211,2.43000007
vbl_ssh_allreg_ann.57212,2.43000007
vbl_ssh_allreg_ann.57213,2.42000008
vbl_ssh_allreg_ann.57214,2.42000008
vbl_ssh_allreg_ann.57215,2.41000009
vbl_ssh_allreg_ann.58248,2.08999991
vbl_ssh_allreg_ann.57216,2.4000001
vbl_ssh_allreg_ann.57217,2.38000011
vbl_ssh_allreg_ann.57218,2.33999991
vbl_ssh_allreg_ann.57219,2.32999992
vbl_ssh_allreg_ann.57220,2.30999994
vbl_ssh_allreg_ann.57221,2.27999997
vbl_ssh_allreg_ann.57222,2.25
vbl_ssh_allreg_ann.57223,2.24000001
vbl_ssh_allreg_ann.57224,2.23000002
vbl_ssh_allreg_ann.57225,2.22000003
vbl_ssh_allreg_ann.57226,2.20000005
vbl_ssh_allreg_ann.57227,2.18000007
vbl_ssh_allreg_ann.57228,2.16000009
vbl_ssh_allreg_ann.57229,2.13000011
vbl_ssh_allreg_ann.57230,2.0999999
vbl_ssh_allreg_ann.57231,2.06999993
vbl_ssh_allreg_ann.57232,2
vbl_ssh_allreg_ann.57233,1.91999996
vbl_ssh_allreg_ann.57234,1.53999996
vbl_ssh_allreg_ann.57235,2.42000008
vbl_ssh_allreg_ann.57236,2.42000008
vbl_ssh_allreg_ann.57237,2.43000007
vbl_ssh_allreg_ann.57238,2.43000007
vbl_ssh_allreg_ann.57239,2.43000007
vbl_ssh_allreg_ann.57240,2.43000007
vbl_ssh_allreg_ann.57241,2.43000007
vbl_ssh_allreg_ann.57242,2.43000007
vbl_ssh_allreg_ann.57243,2.43000007
vbl_ssh_allreg_ann.57244,2.43000007
vbl_ssh_allreg_ann.57245,2.43000007
vbl_ssh_allreg_ann.57246,2.43000007
vbl_ssh_allreg_ann.57247,2.43000007
vbl_ssh_allreg_ann.57248,2.43000007
vbl_ssh_allreg_ann.57249,2.43000007
vbl_ssh_allreg_ann.58317,1.79999995
vbl_ssh_allreg_ann.57250,2.43000007
vbl_ssh_allreg_ann.57251,2.42000008
vbl_ssh_allreg_ann.57252,2.42000008
vbl_ssh_allreg_ann.57253,2.41000009
vbl_ssh_allreg_ann.57254,2.41000009
vbl_ssh_allreg_ann.57255,2.4000001
vbl_ssh_allreg_ann.57256,2.38000011
vbl_ssh_allreg_ann.57257,2.3499999
vbl_ssh_allreg_ann.57258,2.33999991
vbl_ssh_allreg_ann.57259,2.31999993
vbl_ssh_allreg_ann.57260,2.28999996
vbl_ssh_allreg_ann.57261,2.25999999
vbl_ssh_allreg_ann.57262,2.24000001
vbl_ssh_allreg_ann.57263,2.24000001
vbl_ssh_allreg_ann.57264,2.22000003
vbl_ssh_allreg_ann.57265,2.20000005
vbl_ssh_allreg_ann.57266,2.17000008
vbl_ssh_allreg_ann.57267,2.1500001
vbl_ssh_allreg_ann.57268,2.13000011
vbl_ssh_allreg_ann.57269,2.0999999
vbl_ssh_allreg_ann.57270,2.05999994
vbl_ssh_allreg_ann.57271,1.98000002
vbl_ssh_allreg_ann.57272,1.75999999
vbl_ssh_allreg_ann.57273,2.41000009
vbl_ssh_allreg_ann.57274,2.41000009
vbl_ssh_allreg_ann.57275,2.41000009
vbl_ssh_allreg_ann.57276,2.41000009
vbl_ssh_allreg_ann.57277,2.41000009
vbl_ssh_allreg_ann.57278,2.42000008
vbl_ssh_allreg_ann.57279,2.42000008
vbl_ssh_allreg_ann.57280,2.42000008
vbl_ssh_allreg_ann.57281,2.42000008
vbl_ssh_allreg_ann.57282,2.42000008
vbl_ssh_allreg_ann.57283,2.42000008
vbl_ssh_allreg_ann.57285,2.42000008
vbl_ssh_allreg_ann.57286,2.42000008
vbl_ssh_allreg_ann.57287,2.42000008
vbl_ssh_allreg_ann.57288,2.42000008
vbl_ssh_allreg_ann.57289,2.42000008
vbl_ssh_allreg_ann.57290,2.42000008
vbl_ssh_allreg_ann.57291,2.42000008
vbl_ssh_allreg_ann.57292,2.41000009
vbl_ssh_allreg_ann.57293,2.41000009
vbl_ssh_allreg_ann.57294,2.4000001
vbl_ssh_allreg_ann.57295,2.3900001
vbl_ssh_allreg_ann.57296,2.38000011
vbl_ssh_allreg_ann.57297,2.3599999
vbl_ssh_allreg_ann.57298,2.33999991
vbl_ssh_allreg_ann.57299,2.33999991
vbl_ssh_allreg_ann.57300,2.31999993
vbl_ssh_allreg_ann.57301,2.28999996
vbl_ssh_allreg_ann.57302,2.26999998
vbl_ssh_allreg_ann.57303,2.24000001
vbl_ssh_allreg_ann.57304,2.23000002
vbl_ssh_allreg_ann.57305,2.21000004
vbl_ssh_allreg_ann.57306,2.18000007
vbl_ssh_allreg_ann.57307,2.1500001
vbl_ssh_allreg_ann.57308,2.13000011
vbl_ssh_allreg_ann.57309,2.0999999
vbl_ssh_allreg_ann.57310,2.05999994
vbl_ssh_allreg_ann.57311,1.96000004
vbl_ssh_allreg_ann.57312,2.38000011
vbl_ssh_allreg_ann.57313,2.3900001
vbl_ssh_allreg_ann.57314,2.3900001
vbl_ssh_allreg_ann.57315,2.3900001
vbl_ssh_allreg_ann.57316,2.3900001
vbl_ssh_allreg_ann.57317,2.3900001
vbl_ssh_allreg_ann.57318,2.4000001
vbl_ssh_allreg_ann.57319,2.4000001
vbl_ssh_allreg_ann.57320,2.4000001
vbl_ssh_allreg_ann.57321,2.4000001
vbl_ssh_allreg_ann.57322,2.4000001
vbl_ssh_allreg_ann.57323,2.4000001
vbl_ssh_allreg_ann.57324,2.4000001
vbl_ssh_allreg_ann.57325,2.4000001
vbl_ssh_allreg_ann.57326,2.4000001
vbl_ssh_allreg_ann.57327,2.4000001
vbl_ssh_allreg_ann.57328,2.41000009
vbl_ssh_allreg_ann.57329,2.41000009
vbl_ssh_allreg_ann.57330,2.41000009
vbl_ssh_allreg_ann.57331,2.41000009
vbl_ssh_allreg_ann.57332,2.41000009
vbl_ssh_allreg_ann.57333,2.41000009
vbl_ssh_allreg_ann.57334,2.41000009
vbl_ssh_allreg_ann.57335,2.41000009
vbl_ssh_allreg_ann.57336,2.41000009
vbl_ssh_allreg_ann.57337,2.4000001
vbl_ssh_allreg_ann.57338,2.4000001
vbl_ssh_allreg_ann.57339,2.3900001
vbl_ssh_allreg_ann.57340,2.3900001
vbl_ssh_allreg_ann.57341,2.38000011
vbl_ssh_allreg_ann.57342,2.3599999
vbl_ssh_allreg_ann.57343,2.33999991
vbl_ssh_allreg_ann.57344,2.32999992
vbl_ssh_allreg_ann.57345,2.30999994
vbl_ssh_allreg_ann.57346,2.29999995
vbl_ssh_allreg_ann.57347,2.27999997
vbl_ssh_allreg_ann.57348,2.25999999
vbl_ssh_allreg_ann.57349,2.23000002
vbl_ssh_allreg_ann.57350,2.21000004
vbl_ssh_allreg_ann.57351,2.19000006
vbl_ssh_allreg_ann.57352,2.16000009
vbl_ssh_allreg_ann.57353,2.13000011
vbl_ssh_allreg_ann.57354,2.08999991
vbl_ssh_allreg_ann.57355,2.03999996
vbl_ssh_allreg_ann.57356,1.94000006
vbl_ssh_allreg_ann.57357,2.3599999
vbl_ssh_allreg_ann.57358,2.3599999
vbl_ssh_allreg_ann.57359,2.3599999
vbl_ssh_allreg_ann.58185,2
vbl_ssh_allreg_ann.57360,2.36999989
vbl_ssh_allreg_ann.57361,2.36999989
vbl_ssh_allreg_ann.57362,2.36999989
vbl_ssh_allreg_ann.57363,2.36999989
vbl_ssh_allreg_ann.57364,2.36999989
vbl_ssh_allreg_ann.57365,2.38000011
vbl_ssh_allreg_ann.57366,2.38000011
vbl_ssh_allreg_ann.57367,2.38000011
vbl_ssh_allreg_ann.57368,2.38000011
vbl_ssh_allreg_ann.57369,2.38000011
vbl_ssh_allreg_ann.57370,2.3900001
vbl_ssh_allreg_ann.57371,2.38000011
vbl_ssh_allreg_ann.57372,2.38000011
vbl_ssh_allreg_ann.57373,2.3900001
vbl_ssh_allreg_ann.57374,2.3900001
vbl_ssh_allreg_ann.57375,2.3900001
vbl_ssh_allreg_ann.57376,2.3900001
vbl_ssh_allreg_ann.57377,2.3900001
vbl_ssh_allreg_ann.57378,2.3900001
vbl_ssh_allreg_ann.57379,2.3900001
vbl_ssh_allreg_ann.57380,2.3900001
vbl_ssh_allreg_ann.57381,2.3900001
vbl_ssh_allreg_ann.57382,2.3900001
vbl_ssh_allreg_ann.57383,2.3900001
vbl_ssh_allreg_ann.57384,2.3900001
vbl_ssh_allreg_ann.57385,2.3900001
vbl_ssh_allreg_ann.57386,2.3900001
vbl_ssh_allreg_ann.57387,2.3900001
vbl_ssh_allreg_ann.57388,2.3900001
vbl_ssh_allreg_ann.58420,1.13
vbl_ssh_allreg_ann.57389,2.3900001
vbl_ssh_allreg_ann.57390,2.38000011
vbl_ssh_allreg_ann.57391,2.36999989
vbl_ssh_allreg_ann.57392,2.36999989
vbl_ssh_allreg_ann.57393,2.3499999
vbl_ssh_allreg_ann.57395,2.31999993
vbl_ssh_allreg_ann.57396,2.30999994
vbl_ssh_allreg_ann.57397,2.28999996
vbl_ssh_allreg_ann.57398,2.26999998
vbl_ssh_allreg_ann.57399,2.25
vbl_ssh_allreg_ann.57400,2.24000001
vbl_ssh_allreg_ann.57401,2.21000004
vbl_ssh_allreg_ann.57402,2.19000006
vbl_ssh_allreg_ann.57403,2.16000009
vbl_ssh_allreg_ann.57404,2.11999989
vbl_ssh_allreg_ann.57405,2.08999991
vbl_ssh_allreg_ann.57406,2.01999998
vbl_ssh_allreg_ann.57407,1.82000005
vbl_ssh_allreg_ann.57408,2.32999992
vbl_ssh_allreg_ann.57409,2.33999991
vbl_ssh_allreg_ann.57410,2.33999991
vbl_ssh_allreg_ann.57411,2.33999991
vbl_ssh_allreg_ann.57412,2.33999991
vbl_ssh_allreg_ann.57413,2.3499999
vbl_ssh_allreg_ann.57414,2.3499999
vbl_ssh_allreg_ann.57415,2.3499999
vbl_ssh_allreg_ann.57416,2.3599999
vbl_ssh_allreg_ann.57417,2.3599999
vbl_ssh_allreg_ann.57418,2.3599999
vbl_ssh_allreg_ann.57419,2.3599999
vbl_ssh_allreg_ann.57420,2.3599999
vbl_ssh_allreg_ann.57421,2.3599999
vbl_ssh_allreg_ann.57422,2.3599999
vbl_ssh_allreg_ann.57423,2.36999989
vbl_ssh_allreg_ann.57424,2.36999989
vbl_ssh_allreg_ann.57425,2.36999989
vbl_ssh_allreg_ann.57426,2.36999989
vbl_ssh_allreg_ann.57427,2.36999989
vbl_ssh_allreg_ann.57428,2.36999989
vbl_ssh_allreg_ann.57429,2.36999989
vbl_ssh_allreg_ann.57430,2.36999989
vbl_ssh_allreg_ann.57431,2.36999989
vbl_ssh_allreg_ann.57432,2.38000011
vbl_ssh_allreg_ann.57433,2.38000011
vbl_ssh_allreg_ann.57434,2.38000011
vbl_ssh_allreg_ann.57435,2.38000011
vbl_ssh_allreg_ann.57436,2.38000011
vbl_ssh_allreg_ann.57437,2.38000011
vbl_ssh_allreg_ann.57438,2.38000011
vbl_ssh_allreg_ann.57439,2.38000011
vbl_ssh_allreg_ann.57440,2.38000011
vbl_ssh_allreg_ann.57441,2.38000011
vbl_ssh_allreg_ann.57442,2.38000011
vbl_ssh_allreg_ann.57443,2.36999989
vbl_ssh_allreg_ann.57444,2.36999989
vbl_ssh_allreg_ann.57445,2.36999989
vbl_ssh_allreg_ann.57446,2.3599999
vbl_ssh_allreg_ann.57447,2.3499999
vbl_ssh_allreg_ann.57448,2.33999991
vbl_ssh_allreg_ann.57449,2.32999992
vbl_ssh_allreg_ann.57450,2.31999993
vbl_ssh_allreg_ann.57451,2.29999995
vbl_ssh_allreg_ann.57452,2.27999997
vbl_ssh_allreg_ann.57453,2.25999999
vbl_ssh_allreg_ann.57454,2.24000001
vbl_ssh_allreg_ann.57455,2.22000003
vbl_ssh_allreg_ann.57456,2.20000005
vbl_ssh_allreg_ann.57457,2.18000007
vbl_ssh_allreg_ann.58627,2.92000008
vbl_ssh_allreg_ann.57458,2.1500001
vbl_ssh_allreg_ann.57459,2.11999989
vbl_ssh_allreg_ann.57460,2.07999992
vbl_ssh_allreg_ann.57461,2.00999999
vbl_ssh_allreg_ann.57462,1.80999994
vbl_ssh_allreg_ann.57463,2.29999995
vbl_ssh_allreg_ann.57464,2.30999994
vbl_ssh_allreg_ann.57465,2.30999994
vbl_ssh_allreg_ann.57466,2.31999993
vbl_ssh_allreg_ann.57467,2.31999993
vbl_ssh_allreg_ann.57468,2.31999993
vbl_ssh_allreg_ann.57469,2.32999992
vbl_ssh_allreg_ann.57470,2.32999992
vbl_ssh_allreg_ann.57471,2.32999992
vbl_ssh_allreg_ann.57472,2.33999991
vbl_ssh_allreg_ann.57473,2.33999991
vbl_ssh_allreg_ann.57474,2.33999991
vbl_ssh_allreg_ann.57475,2.33999991
vbl_ssh_allreg_ann.57476,2.33999991
vbl_ssh_allreg_ann.57477,2.33999991
vbl_ssh_allreg_ann.57478,2.3499999
vbl_ssh_allreg_ann.57479,2.3499999
vbl_ssh_allreg_ann.57480,2.3499999
vbl_ssh_allreg_ann.57481,2.3499999
vbl_ssh_allreg_ann.57482,2.3499999
vbl_ssh_allreg_ann.57483,2.3499999
vbl_ssh_allreg_ann.57484,2.3599999
vbl_ssh_allreg_ann.57485,2.3599999
vbl_ssh_allreg_ann.57486,2.3599999
vbl_ssh_allreg_ann.57487,2.3599999
vbl_ssh_allreg_ann.57488,2.3599999
vbl_ssh_allreg_ann.57489,2.3599999
vbl_ssh_allreg_ann.57490,2.3599999
vbl_ssh_allreg_ann.57491,2.3599999
vbl_ssh_allreg_ann.57492,2.3599999
vbl_ssh_allreg_ann.57493,2.3599999
vbl_ssh_allreg_ann.57494,2.3599999
vbl_ssh_allreg_ann.57495,2.3599999
vbl_ssh_allreg_ann.57496,2.3599999
vbl_ssh_allreg_ann.57497,2.3599999
vbl_ssh_allreg_ann.57498,2.3599999
vbl_ssh_allreg_ann.57499,2.3599999
vbl_ssh_allreg_ann.57500,2.3599999
vbl_ssh_allreg_ann.57501,2.3599999
vbl_ssh_allreg_ann.57502,2.3599999
vbl_ssh_allreg_ann.57503,2.3499999
vbl_ssh_allreg_ann.57504,2.3499999
vbl_ssh_allreg_ann.57505,2.33999991
vbl_ssh_allreg_ann.57506,2.32999992
vbl_ssh_allreg_ann.57507,2.32999992
vbl_ssh_allreg_ann.57508,2.31999993
vbl_ssh_allreg_ann.57509,2.29999995
vbl_ssh_allreg_ann.57510,2.28999996
vbl_ssh_allreg_ann.57511,2.26999998
vbl_ssh_allreg_ann.57512,2.25999999
vbl_ssh_allreg_ann.57513,2.23000002
vbl_ssh_allreg_ann.57514,2.21000004
vbl_ssh_allreg_ann.57515,2.18000007
vbl_ssh_allreg_ann.57516,2.17000008
vbl_ssh_allreg_ann.57517,2.1400001
vbl_ssh_allreg_ann.57518,2.0999999
vbl_ssh_allreg_ann.57519,2.06999993
vbl_ssh_allreg_ann.57520,2.01999998
vbl_ssh_allreg_ann.57521,1.87
vbl_ssh_allreg_ann.57522,2.28999996
vbl_ssh_allreg_ann.57523,2.29999995
vbl_ssh_allreg_ann.57524,2.29999995
vbl_ssh_allreg_ann.57525,2.30999994
vbl_ssh_allreg_ann.57526,2.30999994
vbl_ssh_allreg_ann.57528,2.30999994
vbl_ssh_allreg_ann.57529,2.31999993
vbl_ssh_allreg_ann.57530,2.31999993
vbl_ssh_allreg_ann.57531,2.31999993
vbl_ssh_allreg_ann.57532,2.32999992
vbl_ssh_allreg_ann.57533,2.32999992
vbl_ssh_allreg_ann.57534,2.32999992
vbl_ssh_allreg_ann.57535,2.32999992
vbl_ssh_allreg_ann.57536,2.32999992
vbl_ssh_allreg_ann.57537,2.33999991
vbl_ssh_allreg_ann.57538,2.33999991
vbl_ssh_allreg_ann.57539,2.33999991
vbl_ssh_allreg_ann.57540,2.33999991
vbl_ssh_allreg_ann.57541,2.33999991
vbl_ssh_allreg_ann.57542,2.33999991
vbl_ssh_allreg_ann.57543,2.33999991
vbl_ssh_allreg_ann.57544,2.3499999
vbl_ssh_allreg_ann.57545,2.3499999
vbl_ssh_allreg_ann.57546,2.3499999
vbl_ssh_allreg_ann.57547,2.3499999
vbl_ssh_allreg_ann.57548,2.3499999
vbl_ssh_allreg_ann.57549,2.3499999
vbl_ssh_allreg_ann.57550,2.3499999
vbl_ssh_allreg_ann.57551,2.3499999
vbl_ssh_allreg_ann.57552,2.3499999
vbl_ssh_allreg_ann.57553,2.3499999
vbl_ssh_allreg_ann.57554,2.3499999
vbl_ssh_allreg_ann.57555,2.3499999
vbl_ssh_allreg_ann.57556,2.3499999
vbl_ssh_allreg_ann.57557,2.3499999
vbl_ssh_allreg_ann.57558,2.3499999
vbl_ssh_allreg_ann.57559,2.33999991
vbl_ssh_allreg_ann.57560,2.33999991
vbl_ssh_allreg_ann.57561,2.33999991
vbl_ssh_allreg_ann.58662,2.78999996
vbl_ssh_allreg_ann.57562,2.32999992
vbl_ssh_allreg_ann.57563,2.32999992
vbl_ssh_allreg_ann.57564,2.31999993
vbl_ssh_allreg_ann.57565,2.30999994
vbl_ssh_allreg_ann.57566,2.29999995
vbl_ssh_allreg_ann.57567,2.28999996
vbl_ssh_allreg_ann.57568,2.27999997
vbl_ssh_allreg_ann.57569,2.25999999
vbl_ssh_allreg_ann.57570,2.24000001
vbl_ssh_allreg_ann.57571,2.22000003
vbl_ssh_allreg_ann.57572,2.20000005
vbl_ssh_allreg_ann.57573,2.18000007
vbl_ssh_allreg_ann.57574,2.1500001
vbl_ssh_allreg_ann.57575,2.13000011
vbl_ssh_allreg_ann.57576,2.08999991
vbl_ssh_allreg_ann.57577,2.04999995
vbl_ssh_allreg_ann.57578,2.00999999
vbl_ssh_allreg_ann.57579,1.90999997
vbl_ssh_allreg_ann.57580,2.27999997
vbl_ssh_allreg_ann.57581,2.28999996
vbl_ssh_allreg_ann.57582,2.28999996
vbl_ssh_allreg_ann.57583,2.28999996
vbl_ssh_allreg_ann.57584,2.29999995
vbl_ssh_allreg_ann.57585,2.29999995
vbl_ssh_allreg_ann.57586,2.29999995
vbl_ssh_allreg_ann.57587,2.30999994
vbl_ssh_allreg_ann.57588,2.30999994
vbl_ssh_allreg_ann.57589,2.30999994
vbl_ssh_allreg_ann.57590,2.31999993
vbl_ssh_allreg_ann.57591,2.31999993
vbl_ssh_allreg_ann.57592,2.31999993
vbl_ssh_allreg_ann.57593,2.31999993
vbl_ssh_allreg_ann.57594,2.32999992
vbl_ssh_allreg_ann.57595,2.32999992
vbl_ssh_allreg_ann.59107,2.78999996
vbl_ssh_allreg_ann.57596,2.32999992
vbl_ssh_allreg_ann.57597,2.32999992
vbl_ssh_allreg_ann.57598,2.32999992
vbl_ssh_allreg_ann.57599,2.32999992
vbl_ssh_allreg_ann.57600,2.32999992
vbl_ssh_allreg_ann.57601,2.32999992
vbl_ssh_allreg_ann.57602,2.33999991
vbl_ssh_allreg_ann.57603,2.33999991
vbl_ssh_allreg_ann.57604,2.33999991
vbl_ssh_allreg_ann.57605,2.33999991
vbl_ssh_allreg_ann.57606,2.33999991
vbl_ssh_allreg_ann.57607,2.33999991
vbl_ssh_allreg_ann.57608,2.33999991
vbl_ssh_allreg_ann.57609,2.33999991
vbl_ssh_allreg_ann.57610,2.33999991
vbl_ssh_allreg_ann.57611,2.33999991
vbl_ssh_allreg_ann.57612,2.33999991
vbl_ssh_allreg_ann.57613,2.33999991
vbl_ssh_allreg_ann.57614,2.32999992
vbl_ssh_allreg_ann.57615,2.32999992
vbl_ssh_allreg_ann.57616,2.32999992
vbl_ssh_allreg_ann.57617,2.32999992
vbl_ssh_allreg_ann.57618,2.31999993
vbl_ssh_allreg_ann.57619,2.31999993
vbl_ssh_allreg_ann.57620,2.31999993
vbl_ssh_allreg_ann.57621,2.30999994
vbl_ssh_allreg_ann.57622,2.29999995
vbl_ssh_allreg_ann.57623,2.28999996
vbl_ssh_allreg_ann.57624,2.27999997
vbl_ssh_allreg_ann.57625,2.25999999
vbl_ssh_allreg_ann.57626,2.25
vbl_ssh_allreg_ann.57627,2.23000002
vbl_ssh_allreg_ann.57628,2.21000004
vbl_ssh_allreg_ann.57629,2.19000006
vbl_ssh_allreg_ann.57630,2.17000008
vbl_ssh_allreg_ann.57631,2.1500001
vbl_ssh_allreg_ann.57632,2.11999989
vbl_ssh_allreg_ann.57633,2.07999992
vbl_ssh_allreg_ann.57634,2.03999996
vbl_ssh_allreg_ann.57635,2
vbl_ssh_allreg_ann.57636,1.94000006
vbl_ssh_allreg_ann.57637,1.80999994
vbl_ssh_allreg_ann.57638,2.26999998
vbl_ssh_allreg_ann.57639,2.26999998
vbl_ssh_allreg_ann.57640,2.27999997
vbl_ssh_allreg_ann.57641,2.27999997
vbl_ssh_allreg_ann.57642,2.28999996
vbl_ssh_allreg_ann.57643,2.28999996
vbl_ssh_allreg_ann.57644,2.29999995
vbl_ssh_allreg_ann.57645,2.29999995
vbl_ssh_allreg_ann.57646,2.29999995
vbl_ssh_allreg_ann.57647,2.29999995
vbl_ssh_allreg_ann.57648,2.30999994
vbl_ssh_allreg_ann.57649,2.30999994
vbl_ssh_allreg_ann.57650,2.30999994
vbl_ssh_allreg_ann.57651,2.31999993
vbl_ssh_allreg_ann.57652,2.31999993
vbl_ssh_allreg_ann.57653,2.31999993
vbl_ssh_allreg_ann.57654,2.31999993
vbl_ssh_allreg_ann.57655,2.31999993
vbl_ssh_allreg_ann.57656,2.31999993
vbl_ssh_allreg_ann.57657,2.31999993
vbl_ssh_allreg_ann.57658,2.31999993
vbl_ssh_allreg_ann.57659,2.32999992
vbl_ssh_allreg_ann.57660,2.32999992
vbl_ssh_allreg_ann.57661,2.32999992
vbl_ssh_allreg_ann.57662,2.32999992
vbl_ssh_allreg_ann.57663,2.32999992
vbl_ssh_allreg_ann.57664,2.31999993
vbl_ssh_allreg_ann.59245,2.73000002
vbl_ssh_allreg_ann.57665,2.31999993
vbl_ssh_allreg_ann.57666,2.31999993
vbl_ssh_allreg_ann.57667,2.31999993
vbl_ssh_allreg_ann.57668,2.31999993
vbl_ssh_allreg_ann.57669,2.31999993
vbl_ssh_allreg_ann.57670,2.31999993
vbl_ssh_allreg_ann.57671,2.31999993
vbl_ssh_allreg_ann.57672,2.31999993
vbl_ssh_allreg_ann.57673,2.31999993
vbl_ssh_allreg_ann.57674,2.30999994
vbl_ssh_allreg_ann.57675,2.30999994
vbl_ssh_allreg_ann.57676,2.29999995
vbl_ssh_allreg_ann.57677,2.29999995
vbl_ssh_allreg_ann.57678,2.28999996
vbl_ssh_allreg_ann.57679,2.28999996
vbl_ssh_allreg_ann.57680,2.27999997
vbl_ssh_allreg_ann.57681,2.25999999
vbl_ssh_allreg_ann.57682,2.25
vbl_ssh_allreg_ann.57683,2.23000002
vbl_ssh_allreg_ann.57684,2.21000004
vbl_ssh_allreg_ann.57685,2.20000005
vbl_ssh_allreg_ann.57686,2.18000007
vbl_ssh_allreg_ann.57687,2.16000009
vbl_ssh_allreg_ann.57688,2.1400001
vbl_ssh_allreg_ann.57689,2.11999989
vbl_ssh_allreg_ann.57690,2.07999992
vbl_ssh_allreg_ann.57691,2.04999995
vbl_ssh_allreg_ann.57692,2
vbl_ssh_allreg_ann.57693,1.95000005
vbl_ssh_allreg_ann.57694,1.87
vbl_ssh_allreg_ann.57695,1.69000006
vbl_ssh_allreg_ann.57696,2.25999999
vbl_ssh_allreg_ann.57697,2.25999999
vbl_ssh_allreg_ann.57698,2.26999998
vbl_ssh_allreg_ann.59383,2.36999989
vbl_ssh_allreg_ann.57699,2.26999998
vbl_ssh_allreg_ann.57700,2.27999997
vbl_ssh_allreg_ann.57701,2.27999997
vbl_ssh_allreg_ann.57702,2.28999996
vbl_ssh_allreg_ann.57703,2.28999996
vbl_ssh_allreg_ann.57704,2.28999996
vbl_ssh_allreg_ann.57705,2.29999995
vbl_ssh_allreg_ann.57706,2.29999995
vbl_ssh_allreg_ann.57707,2.29999995
vbl_ssh_allreg_ann.57708,2.29999995
vbl_ssh_allreg_ann.57709,2.30999994
vbl_ssh_allreg_ann.57710,2.30999994
vbl_ssh_allreg_ann.57711,2.30999994
vbl_ssh_allreg_ann.57712,2.30999994
vbl_ssh_allreg_ann.57713,2.30999994
vbl_ssh_allreg_ann.57714,2.30999994
vbl_ssh_allreg_ann.57715,2.30999994
vbl_ssh_allreg_ann.57716,2.30999994
vbl_ssh_allreg_ann.57717,2.31999993
vbl_ssh_allreg_ann.57718,2.31999993
vbl_ssh_allreg_ann.57719,2.30999994
vbl_ssh_allreg_ann.57720,2.30999994
vbl_ssh_allreg_ann.57721,2.30999994
vbl_ssh_allreg_ann.57722,2.30999994
vbl_ssh_allreg_ann.57723,2.30999994
vbl_ssh_allreg_ann.57724,2.30999994
vbl_ssh_allreg_ann.57725,2.30999994
vbl_ssh_allreg_ann.57726,2.30999994
vbl_ssh_allreg_ann.57727,2.30999994
vbl_ssh_allreg_ann.57728,2.30999994
vbl_ssh_allreg_ann.57729,2.29999995
vbl_ssh_allreg_ann.57730,2.29999995
vbl_ssh_allreg_ann.57731,2.29999995
vbl_ssh_allreg_ann.57732,2.28999996
vbl_ssh_allreg_ann.59487,2.20000005
vbl_ssh_allreg_ann.57733,2.28999996
vbl_ssh_allreg_ann.57734,2.27999997
vbl_ssh_allreg_ann.57735,2.27999997
vbl_ssh_allreg_ann.57736,2.26999998
vbl_ssh_allreg_ann.57737,2.25999999
vbl_ssh_allreg_ann.57738,2.25
vbl_ssh_allreg_ann.57739,2.24000001
vbl_ssh_allreg_ann.57740,2.22000003
vbl_ssh_allreg_ann.57741,2.20000005
vbl_ssh_allreg_ann.57742,2.19000006
vbl_ssh_allreg_ann.57743,2.17000008
vbl_ssh_allreg_ann.57744,2.1500001
vbl_ssh_allreg_ann.57745,2.13000011
vbl_ssh_allreg_ann.57746,2.1099999
vbl_ssh_allreg_ann.57747,2.07999992
vbl_ssh_allreg_ann.57748,2.04999995
vbl_ssh_allreg_ann.57749,2
vbl_ssh_allreg_ann.57750,1.92999995
vbl_ssh_allreg_ann.57751,1.86000001
vbl_ssh_allreg_ann.57752,1.69000006
vbl_ssh_allreg_ann.57753,2.24000001
vbl_ssh_allreg_ann.57754,2.25
vbl_ssh_allreg_ann.57755,2.25
vbl_ssh_allreg_ann.57756,2.25999999
vbl_ssh_allreg_ann.57757,2.25999999
vbl_ssh_allreg_ann.57758,2.26999998
vbl_ssh_allreg_ann.57759,2.26999998
vbl_ssh_allreg_ann.57760,2.27999997
vbl_ssh_allreg_ann.57761,2.27999997
vbl_ssh_allreg_ann.57762,2.27999997
