FID,may_ssh
vbl_ssh_allreg_may.34370,1.15999997
vbl_ssh_allreg_may.34371,1.16999996
vbl_ssh_allreg_may.34372,1.16999996
vbl_ssh_allreg_may.34373,1.16999996
vbl_ssh_allreg_may.34374,1.16999996
vbl_ssh_allreg_may.34375,1.15999997
vbl_ssh_allreg_may.34376,1.14999998
vbl_ssh_allreg_may.34377,1.11000001
vbl_ssh_allreg_may.34378,1.02999997
vbl_ssh_allreg_may.34379,0.87
vbl_ssh_allreg_may.34380,2.3599999
vbl_ssh_allreg_may.34381,2.36999989
vbl_ssh_allreg_may.34382,2.36999989
vbl_ssh_allreg_may.34383,2.36999989
vbl_ssh_allreg_may.34384,2.38000011
vbl_ssh_allreg_may.34385,2.3900001
vbl_ssh_allreg_may.34386,2.3900001
vbl_ssh_allreg_may.34387,2.4000001
vbl_ssh_allreg_may.34388,2.4000001
vbl_ssh_allreg_may.34389,2.41000009
vbl_ssh_allreg_may.34390,2.42000008
vbl_ssh_allreg_may.34391,2.42000008
vbl_ssh_allreg_may.34392,2.43000007
vbl_ssh_allreg_may.34393,2.44000006
vbl_ssh_allreg_may.34394,2.44000006
vbl_ssh_allreg_may.34395,2.45000005
vbl_ssh_allreg_may.34396,2.45000005
vbl_ssh_allreg_may.34397,2.46000004
vbl_ssh_allreg_may.34398,2.46000004
vbl_ssh_allreg_may.34399,2.47000003
vbl_ssh_allreg_may.34400,2.47000003
vbl_ssh_allreg_may.34401,2.47000003
vbl_ssh_allreg_may.34402,2.47000003
vbl_ssh_allreg_may.34403,2.47000003
vbl_ssh_allreg_may.34404,2.47000003
vbl_ssh_allreg_may.34405,2.47000003
vbl_ssh_allreg_may.34406,2.47000003
vbl_ssh_allreg_may.34407,2.46000004
vbl_ssh_allreg_may.34408,2.46000004
vbl_ssh_allreg_may.34409,2.45000005
vbl_ssh_allreg_may.34410,2.44000006
vbl_ssh_allreg_may.34411,2.43000007
vbl_ssh_allreg_may.34412,2.42000008
vbl_ssh_allreg_may.34413,2.4000001
vbl_ssh_allreg_may.34414,2.3900001
vbl_ssh_allreg_may.34415,2.36999989
vbl_ssh_allreg_may.34416,2.33999991
vbl_ssh_allreg_may.34417,2.31999993
vbl_ssh_allreg_may.34418,2.28999996
vbl_ssh_allreg_may.34419,2.25
vbl_ssh_allreg_may.34420,2.21000004
vbl_ssh_allreg_may.34421,2.17000008
vbl_ssh_allreg_may.34422,2.11999989
vbl_ssh_allreg_may.34423,2.1500001
vbl_ssh_allreg_may.34424,2.06999993
vbl_ssh_allreg_may.34425,2.01999998
vbl_ssh_allreg_may.34426,1.97000003
vbl_ssh_allreg_may.34427,1.89999998
vbl_ssh_allreg_may.34428,1.85000002
vbl_ssh_allreg_may.34429,1.79999995
vbl_ssh_allreg_may.34430,1.75999999
vbl_ssh_allreg_may.34431,1.72000003
vbl_ssh_allreg_may.34432,1.69000006
vbl_ssh_allreg_may.34433,1.64999998
vbl_ssh_allreg_may.34434,1.60000002
vbl_ssh_allreg_may.34435,1.44000006
vbl_ssh_allreg_may.34436,1.19000006
vbl_ssh_allreg_may.34437,1
vbl_ssh_allreg_may.34438,0.99000001
vbl_ssh_allreg_may.34439,1.02999997
vbl_ssh_allreg_may.34440,1.05999994
vbl_ssh_allreg_may.34441,1.09000003
vbl_ssh_allreg_may.34442,1.12
vbl_ssh_allreg_may.34443,1.13
vbl_ssh_allreg_may.34444,1.13999999
vbl_ssh_allreg_may.34445,1.14999998
vbl_ssh_allreg_may.34446,1.14999998
vbl_ssh_allreg_may.34447,1.14999998
vbl_ssh_allreg_may.34448,1.14999998
vbl_ssh_allreg_may.34449,1.13999999
vbl_ssh_allreg_may.34450,1.12
vbl_ssh_allreg_may.34451,1.09000003
vbl_ssh_allreg_may.34452,0.99000001
vbl_ssh_allreg_may.34453,0.82999998
vbl_ssh_allreg_may.34454,2.3599999
vbl_ssh_allreg_may.34455,2.36999989
vbl_ssh_allreg_may.34456,2.36999989
vbl_ssh_allreg_may.34457,2.38000011
vbl_ssh_allreg_may.34458,2.38000011
vbl_ssh_allreg_may.34459,2.3900001
vbl_ssh_allreg_may.34460,2.4000001
vbl_ssh_allreg_may.34461,2.4000001
vbl_ssh_allreg_may.34462,2.41000009
vbl_ssh_allreg_may.34463,2.42000008
vbl_ssh_allreg_may.34464,2.42000008
vbl_ssh_allreg_may.34465,2.43000007
vbl_ssh_allreg_may.34466,2.43000007
vbl_ssh_allreg_may.34467,2.44000006
vbl_ssh_allreg_may.34468,2.45000005
vbl_ssh_allreg_may.34469,2.46000004
vbl_ssh_allreg_may.34470,2.46000004
vbl_ssh_allreg_may.34471,2.47000003
vbl_ssh_allreg_may.34472,2.47000003
vbl_ssh_allreg_may.34473,2.48000002
vbl_ssh_allreg_may.34474,2.48000002
vbl_ssh_allreg_may.34475,2.48000002
vbl_ssh_allreg_may.34476,2.48000002
vbl_ssh_allreg_may.34477,2.48000002
vbl_ssh_allreg_may.34478,2.48000002
vbl_ssh_allreg_may.34479,2.48000002
vbl_ssh_allreg_may.34480,2.47000003
vbl_ssh_allreg_may.34481,2.47000003
vbl_ssh_allreg_may.34482,2.46000004
vbl_ssh_allreg_may.34483,2.45000005
vbl_ssh_allreg_may.34484,2.44000006
vbl_ssh_allreg_may.34485,2.43000007
vbl_ssh_allreg_may.34486,2.42000008
vbl_ssh_allreg_may.34487,2.4000001
vbl_ssh_allreg_may.34488,2.38000011
vbl_ssh_allreg_may.34489,2.3599999
vbl_ssh_allreg_may.34490,2.33999991
vbl_ssh_allreg_may.34491,2.30999994
vbl_ssh_allreg_may.34492,2.26999998
vbl_ssh_allreg_may.34493,2.23000002
vbl_ssh_allreg_may.34494,2.18000007
vbl_ssh_allreg_may.34495,2.13000011
vbl_ssh_allreg_may.34496,2.06999993
vbl_ssh_allreg_may.34497,2.5
vbl_ssh_allreg_may.34498,2
vbl_ssh_allreg_may.34499,1.94000006
vbl_ssh_allreg_may.34500,1.88999999
vbl_ssh_allreg_may.34501,1.83000004
vbl_ssh_allreg_may.34502,1.77999997
vbl_ssh_allreg_may.34503,1.74000001
vbl_ssh_allreg_may.34504,1.70000005
vbl_ssh_allreg_may.34505,1.66999996
vbl_ssh_allreg_may.34506,1.63
vbl_ssh_allreg_may.34507,1.58000004
vbl_ssh_allreg_may.34508,1.36000001
vbl_ssh_allreg_may.34509,0.55000001
vbl_ssh_allreg_may.34510,0.76999998
vbl_ssh_allreg_may.34511,0.88
vbl_ssh_allreg_may.34512,0.99000001
vbl_ssh_allreg_may.34513,1.04999995
vbl_ssh_allreg_may.34514,1.09000003
vbl_ssh_allreg_may.34515,1.12
vbl_ssh_allreg_may.34516,1.13999999
vbl_ssh_allreg_may.34517,1.14999998
vbl_ssh_allreg_may.34518,1.14999998
vbl_ssh_allreg_may.34519,1.14999998
vbl_ssh_allreg_may.34520,1.14999998
vbl_ssh_allreg_may.34521,1.13999999
vbl_ssh_allreg_may.34522,1.13
vbl_ssh_allreg_may.34523,1.10000002
vbl_ssh_allreg_may.34524,1.05999994
vbl_ssh_allreg_may.34525,0.97000003
vbl_ssh_allreg_may.34526,0.81999999
vbl_ssh_allreg_may.34527,2.3599999
vbl_ssh_allreg_may.34528,2.36999989
vbl_ssh_allreg_may.34529,2.36999989
vbl_ssh_allreg_may.34530,2.38000011
vbl_ssh_allreg_may.34531,2.38000011
vbl_ssh_allreg_may.34532,2.3900001
vbl_ssh_allreg_may.34533,2.3900001
vbl_ssh_allreg_may.34534,2.4000001
vbl_ssh_allreg_may.34535,2.41000009
vbl_ssh_allreg_may.34536,2.41000009
vbl_ssh_allreg_may.34537,2.42000008
vbl_ssh_allreg_may.34538,2.43000007
vbl_ssh_allreg_may.34539,2.43000007
vbl_ssh_allreg_may.34540,2.44000006
vbl_ssh_allreg_may.34541,2.45000005
vbl_ssh_allreg_may.34542,2.46000004
vbl_ssh_allreg_may.34543,2.46000004
vbl_ssh_allreg_may.34544,2.47000003
vbl_ssh_allreg_may.34545,2.48000002
vbl_ssh_allreg_may.34546,2.48000002
vbl_ssh_allreg_may.34547,2.48000002
vbl_ssh_allreg_may.34548,2.49000001
vbl_ssh_allreg_may.34549,2.49000001
vbl_ssh_allreg_may.34550,2.49000001
vbl_ssh_allreg_may.34551,2.49000001
vbl_ssh_allreg_may.34552,2.49000001
vbl_ssh_allreg_may.34553,2.49000001
vbl_ssh_allreg_may.34554,2.48000002
vbl_ssh_allreg_may.34555,2.47000003
vbl_ssh_allreg_may.34556,2.46000004
vbl_ssh_allreg_may.34557,2.46000004
vbl_ssh_allreg_may.34558,2.45000005
vbl_ssh_allreg_may.34559,2.44000006
vbl_ssh_allreg_may.34560,2.42000008
vbl_ssh_allreg_may.34561,2.4000001
vbl_ssh_allreg_may.34562,2.38000011
vbl_ssh_allreg_may.34563,2.3499999
vbl_ssh_allreg_may.34564,2.31999993
vbl_ssh_allreg_may.34565,2.28999996
vbl_ssh_allreg_may.34566,2.25
vbl_ssh_allreg_may.34567,2.20000005
vbl_ssh_allreg_may.34568,2.13000011
vbl_ssh_allreg_may.34569,2.05999994
vbl_ssh_allreg_may.34570,1.98000002
vbl_ssh_allreg_may.34571,2.5
vbl_ssh_allreg_may.34572,1.89999998
vbl_ssh_allreg_may.34573,1.84000003
vbl_ssh_allreg_may.34574,1.78999996
vbl_ssh_allreg_may.34575,1.74000001
vbl_ssh_allreg_may.34576,1.71000004
vbl_ssh_allreg_may.34577,1.67999995
vbl_ssh_allreg_may.34578,1.64999998
vbl_ssh_allreg_may.34579,1.62
vbl_ssh_allreg_may.34580,1.59000003
vbl_ssh_allreg_may.34581,1.44000006
vbl_ssh_allreg_may.34582,0.31999999
vbl_ssh_allreg_may.34583,0.56
vbl_ssh_allreg_may.34584,0.86000001
vbl_ssh_allreg_may.34585,0.98000002
vbl_ssh_allreg_may.34586,1.07000005
vbl_ssh_allreg_may.34587,1.12
vbl_ssh_allreg_may.34588,1.14999998
vbl_ssh_allreg_may.34589,1.15999997
vbl_ssh_allreg_may.34590,1.15999997
vbl_ssh_allreg_may.34591,1.15999997
vbl_ssh_allreg_may.34592,1.15999997
vbl_ssh_allreg_may.34593,1.14999998
vbl_ssh_allreg_may.34594,1.13999999
vbl_ssh_allreg_may.34595,1.12
vbl_ssh_allreg_may.34596,1.10000002
vbl_ssh_allreg_may.34597,1.08000004
vbl_ssh_allreg_may.34598,1.03999996
vbl_ssh_allreg_may.34599,0.94999999
vbl_ssh_allreg_may.34600,0.76999998
vbl_ssh_allreg_may.34601,2.3599999
vbl_ssh_allreg_may.34602,2.3599999
vbl_ssh_allreg_may.34603,2.36999989
vbl_ssh_allreg_may.34604,2.38000011
vbl_ssh_allreg_may.34605,2.38000011
vbl_ssh_allreg_may.34606,2.3900001
vbl_ssh_allreg_may.34607,2.3900001
vbl_ssh_allreg_may.34608,2.4000001
vbl_ssh_allreg_may.34609,2.4000001
vbl_ssh_allreg_may.34610,2.41000009
vbl_ssh_allreg_may.34611,2.42000008
vbl_ssh_allreg_may.34612,2.43000007
vbl_ssh_allreg_may.34613,2.43000007
vbl_ssh_allreg_may.34614,2.44000006
vbl_ssh_allreg_may.34615,2.45000005
vbl_ssh_allreg_may.34616,2.46000004
vbl_ssh_allreg_may.34617,2.46000004
vbl_ssh_allreg_may.34618,2.47000003
vbl_ssh_allreg_may.34619,2.48000002
vbl_ssh_allreg_may.34620,2.48000002
vbl_ssh_allreg_may.34621,2.49000001
vbl_ssh_allreg_may.34622,2.49000001
vbl_ssh_allreg_may.34623,2.49000001
vbl_ssh_allreg_may.34624,2.5
vbl_ssh_allreg_may.34625,2.5
vbl_ssh_allreg_may.34626,2.5
vbl_ssh_allreg_may.34627,2.5
vbl_ssh_allreg_may.34628,2.49000001
vbl_ssh_allreg_may.34629,2.49000001
vbl_ssh_allreg_may.34630,2.48000002
vbl_ssh_allreg_may.34631,2.47000003
vbl_ssh_allreg_may.34632,2.46000004
vbl_ssh_allreg_may.34633,2.45000005
vbl_ssh_allreg_may.34634,2.44000006
vbl_ssh_allreg_may.34635,2.42000008
vbl_ssh_allreg_may.34636,2.4000001
vbl_ssh_allreg_may.34637,2.36999989
vbl_ssh_allreg_may.34638,2.33999991
vbl_ssh_allreg_may.34639,2.30999994
vbl_ssh_allreg_may.34640,2.25999999
vbl_ssh_allreg_may.34641,2.21000004
vbl_ssh_allreg_may.34642,2.13000011
vbl_ssh_allreg_may.34643,2.03999996
vbl_ssh_allreg_may.34644,1.92999995
vbl_ssh_allreg_may.34645,1.84000003
vbl_ssh_allreg_may.34646,1.76999998
vbl_ssh_allreg_may.34647,1.73000002
vbl_ssh_allreg_may.34648,1.70000005
vbl_ssh_allreg_may.34649,1.66999996
vbl_ssh_allreg_may.34650,1.64999998
vbl_ssh_allreg_may.34651,1.63
vbl_ssh_allreg_may.34652,1.61000001
vbl_ssh_allreg_may.34653,1.59000003
vbl_ssh_allreg_may.34654,1.57000005
vbl_ssh_allreg_may.34655,1.19000006
vbl_ssh_allreg_may.34656,0.5
vbl_ssh_allreg_may.34657,0.70999998
vbl_ssh_allreg_may.34658,0.87
vbl_ssh_allreg_may.34659,1.02999997
vbl_ssh_allreg_may.34660,1.11000001
vbl_ssh_allreg_may.34661,1.15999997
vbl_ssh_allreg_may.34662,1.17999995
vbl_ssh_allreg_may.34663,1.19000006
vbl_ssh_allreg_may.34664,1.19000006
vbl_ssh_allreg_may.34665,1.17999995
vbl_ssh_allreg_may.34666,1.15999997
vbl_ssh_allreg_may.34667,1.14999998
vbl_ssh_allreg_may.34668,1.13
vbl_ssh_allreg_may.34669,1.12
vbl_ssh_allreg_may.34670,1.10000002
vbl_ssh_allreg_may.34671,1.08000004
vbl_ssh_allreg_may.34672,1.04999995
vbl_ssh_allreg_may.34673,1.00999999
vbl_ssh_allreg_may.34674,0.93000001
vbl_ssh_allreg_may.34675,2.3599999
vbl_ssh_allreg_may.34676,2.3599999
vbl_ssh_allreg_may.34677,2.36999989
vbl_ssh_allreg_may.34678,2.36999989
vbl_ssh_allreg_may.34679,2.38000011
vbl_ssh_allreg_may.34680,2.38000011
vbl_ssh_allreg_may.34681,2.3900001
vbl_ssh_allreg_may.34682,2.4000001
vbl_ssh_allreg_may.34683,2.4000001
vbl_ssh_allreg_may.34684,2.41000009
vbl_ssh_allreg_may.34685,2.42000008
vbl_ssh_allreg_may.34686,2.42000008
vbl_ssh_allreg_may.34687,2.43000007
vbl_ssh_allreg_may.34688,2.44000006
vbl_ssh_allreg_may.34689,2.45000005
vbl_ssh_allreg_may.34690,2.46000004
vbl_ssh_allreg_may.34691,2.47000003
vbl_ssh_allreg_may.34692,2.47000003
vbl_ssh_allreg_may.34693,2.48000002
vbl_ssh_allreg_may.34694,2.49000001
vbl_ssh_allreg_may.34695,2.49000001
vbl_ssh_allreg_may.34696,2.5
vbl_ssh_allreg_may.34697,2.5
vbl_ssh_allreg_may.34698,2.5
vbl_ssh_allreg_may.34699,2.5
vbl_ssh_allreg_may.34700,2.5
vbl_ssh_allreg_may.34701,2.5
vbl_ssh_allreg_may.34702,2.5
vbl_ssh_allreg_may.34703,2.5
vbl_ssh_allreg_may.34704,2.49000001
vbl_ssh_allreg_may.34705,2.48000002
vbl_ssh_allreg_may.34706,2.47000003
vbl_ssh_allreg_may.34707,2.46000004
vbl_ssh_allreg_may.34708,2.45000005
vbl_ssh_allreg_may.34709,2.43000007
vbl_ssh_allreg_may.34710,2.41000009
vbl_ssh_allreg_may.34711,2.38000011
vbl_ssh_allreg_may.34712,2.3499999
vbl_ssh_allreg_may.34713,2.31999993
vbl_ssh_allreg_may.34714,2.27999997
vbl_ssh_allreg_may.34715,2.22000003
vbl_ssh_allreg_may.34716,2.1400001
vbl_ssh_allreg_may.34717,1.99000001
vbl_ssh_allreg_may.34718,1.74000001
vbl_ssh_allreg_may.34719,1.67999995
vbl_ssh_allreg_may.34720,1.64999998
vbl_ssh_allreg_may.34721,1.63999999
vbl_ssh_allreg_may.34722,1.63
vbl_ssh_allreg_may.34723,1.62
vbl_ssh_allreg_may.34724,1.61000001
vbl_ssh_allreg_may.34725,1.60000002
vbl_ssh_allreg_may.34726,1.58000004
vbl_ssh_allreg_may.34727,1.54999995
vbl_ssh_allreg_may.34728,1.5
vbl_ssh_allreg_may.34729,1.32000005
vbl_ssh_allreg_may.34730,1.20000005
vbl_ssh_allreg_may.34731,1.15999997
vbl_ssh_allreg_may.34732,1.14999998
vbl_ssh_allreg_may.34733,1.17999995
vbl_ssh_allreg_may.34734,1.20000005
vbl_ssh_allreg_may.34735,1.21000004
vbl_ssh_allreg_may.34736,1.20000005
vbl_ssh_allreg_may.34737,1.19000006
vbl_ssh_allreg_may.34738,1.16999996
vbl_ssh_allreg_may.34739,1.15999997
vbl_ssh_allreg_may.34740,1.13999999
vbl_ssh_allreg_may.34741,1.12
vbl_ssh_allreg_may.34742,1.10000002
vbl_ssh_allreg_may.34743,1.08000004
vbl_ssh_allreg_may.34744,1.07000005
vbl_ssh_allreg_may.34745,1.03999996
vbl_ssh_allreg_may.34746,1.01999998
vbl_ssh_allreg_may.34747,0.98000002
vbl_ssh_allreg_may.34748,0.86000001
vbl_ssh_allreg_may.34749,2.3499999
vbl_ssh_allreg_may.34750,2.3499999
vbl_ssh_allreg_may.34751,2.3599999
vbl_ssh_allreg_may.34752,2.3599999
vbl_ssh_allreg_may.34753,2.36999989
vbl_ssh_allreg_may.34754,2.36999989
vbl_ssh_allreg_may.34755,2.38000011
vbl_ssh_allreg_may.34756,2.3900001
vbl_ssh_allreg_may.34757,2.3900001
vbl_ssh_allreg_may.34758,2.4000001
vbl_ssh_allreg_may.34759,2.41000009
vbl_ssh_allreg_may.34760,2.41000009
vbl_ssh_allreg_may.34761,2.42000008
vbl_ssh_allreg_may.34762,2.43000007
vbl_ssh_allreg_may.34763,2.44000006
vbl_ssh_allreg_may.34764,2.45000005
vbl_ssh_allreg_may.34765,2.46000004
vbl_ssh_allreg_may.34766,2.46000004
vbl_ssh_allreg_may.34767,2.47000003
vbl_ssh_allreg_may.34768,2.48000002
vbl_ssh_allreg_may.34769,2.49000001
vbl_ssh_allreg_may.34770,2.5
vbl_ssh_allreg_may.34771,2.5
vbl_ssh_allreg_may.34772,2.50999999
vbl_ssh_allreg_may.34773,2.50999999
vbl_ssh_allreg_may.34774,2.50999999
vbl_ssh_allreg_may.34775,2.50999999
vbl_ssh_allreg_may.34776,2.50999999
vbl_ssh_allreg_may.34777,2.50999999
vbl_ssh_allreg_may.34778,2.50999999
vbl_ssh_allreg_may.34779,2.5
vbl_ssh_allreg_may.34780,2.49000001
vbl_ssh_allreg_may.34781,2.48000002
vbl_ssh_allreg_may.34782,2.47000003
vbl_ssh_allreg_may.34783,2.46000004
vbl_ssh_allreg_may.34784,2.44000006
vbl_ssh_allreg_may.34785,2.42000008
vbl_ssh_allreg_may.34786,2.4000001
vbl_ssh_allreg_may.34787,2.36999989
vbl_ssh_allreg_may.34788,2.32999992
vbl_ssh_allreg_may.34789,2.29999995
vbl_ssh_allreg_may.34790,2.24000001
vbl_ssh_allreg_may.34791,2.00999999
vbl_ssh_allreg_may.34792,1.70000005
vbl_ssh_allreg_may.34793,1.55999994
vbl_ssh_allreg_may.34794,1.55999994
vbl_ssh_allreg_may.34795,1.58000004
vbl_ssh_allreg_may.34796,1.59000003
vbl_ssh_allreg_may.34797,1.60000002
vbl_ssh_allreg_may.34798,1.60000002
vbl_ssh_allreg_may.34799,1.60000002
vbl_ssh_allreg_may.34800,1.59000003
vbl_ssh_allreg_may.34801,1.58000004
vbl_ssh_allreg_may.34802,1.55999994
vbl_ssh_allreg_may.34803,1.51999998
vbl_ssh_allreg_may.34804,1.47000003
vbl_ssh_allreg_may.34805,1.35000002
vbl_ssh_allreg_may.34806,1.27999997
vbl_ssh_allreg_may.34807,1.21000004
vbl_ssh_allreg_may.34808,1.17999995
vbl_ssh_allreg_may.34809,1.19000006
vbl_ssh_allreg_may.34810,1.17999995
vbl_ssh_allreg_may.34811,1.16999996
vbl_ssh_allreg_may.34812,1.15999997
vbl_ssh_allreg_may.34813,1.13999999
vbl_ssh_allreg_may.34814,1.12
vbl_ssh_allreg_may.34815,1.10000002
vbl_ssh_allreg_may.34816,1.09000003
vbl_ssh_allreg_may.34817,1.07000005
vbl_ssh_allreg_may.34818,1.04999995
vbl_ssh_allreg_may.34819,1.03999996
vbl_ssh_allreg_may.34820,1.01999998
vbl_ssh_allreg_may.34821,1.00999999
vbl_ssh_allreg_may.34822,0.98000002
vbl_ssh_allreg_may.34823,0.92000002
vbl_ssh_allreg_may.34824,2.33999991
vbl_ssh_allreg_may.34825,2.3499999
vbl_ssh_allreg_may.34826,2.3499999
vbl_ssh_allreg_may.34827,2.3599999
vbl_ssh_allreg_may.34828,2.36999989
vbl_ssh_allreg_may.34829,2.36999989
vbl_ssh_allreg_may.34830,2.38000011
vbl_ssh_allreg_may.34831,2.38000011
vbl_ssh_allreg_may.34832,2.3900001
vbl_ssh_allreg_may.34833,2.3900001
vbl_ssh_allreg_may.34834,2.4000001
vbl_ssh_allreg_may.34835,2.41000009
vbl_ssh_allreg_may.34836,2.42000008
vbl_ssh_allreg_may.34837,2.43000007
vbl_ssh_allreg_may.34838,2.44000006
vbl_ssh_allreg_may.34839,2.45000005
vbl_ssh_allreg_may.34840,2.45000005
vbl_ssh_allreg_may.34841,2.46000004
vbl_ssh_allreg_may.34842,2.47000003
vbl_ssh_allreg_may.34843,2.48000002
vbl_ssh_allreg_may.34844,2.49000001
vbl_ssh_allreg_may.34845,2.5
vbl_ssh_allreg_may.34846,2.5
vbl_ssh_allreg_may.34847,2.50999999
vbl_ssh_allreg_may.34848,2.50999999
vbl_ssh_allreg_may.34849,2.50999999
vbl_ssh_allreg_may.34850,2.50999999
vbl_ssh_allreg_may.34851,2.50999999
vbl_ssh_allreg_may.34852,2.50999999
vbl_ssh_allreg_may.34853,2.50999999
vbl_ssh_allreg_may.34854,2.50999999
vbl_ssh_allreg_may.34855,2.5
vbl_ssh_allreg_may.34856,2.49000001
vbl_ssh_allreg_may.34857,2.48000002
vbl_ssh_allreg_may.34858,2.47000003
vbl_ssh_allreg_may.34859,2.45000005
vbl_ssh_allreg_may.34860,2.43000007
vbl_ssh_allreg_may.34861,2.41000009
vbl_ssh_allreg_may.34862,2.38000011
vbl_ssh_allreg_may.34863,2.3499999
vbl_ssh_allreg_may.34864,2.30999994
vbl_ssh_allreg_may.34865,2.25999999
vbl_ssh_allreg_may.34866,2.19000006
vbl_ssh_allreg_may.34867,2.06999993
vbl_ssh_allreg_may.34868,1.75999999
vbl_ssh_allreg_may.34869,1.40999997
vbl_ssh_allreg_may.34870,1.41999996
vbl_ssh_allreg_may.34871,1.50999999
vbl_ssh_allreg_may.34872,1.55999994
vbl_ssh_allreg_may.34873,1.59000003
vbl_ssh_allreg_may.34874,1.61000001
vbl_ssh_allreg_may.34875,1.61000001
vbl_ssh_allreg_may.34876,1.60000002
vbl_ssh_allreg_may.34877,1.58000004
vbl_ssh_allreg_may.34878,1.54999995
vbl_ssh_allreg_may.34879,1.51999998
vbl_ssh_allreg_may.34880,1.48000002
vbl_ssh_allreg_may.34881,1.42999995
vbl_ssh_allreg_may.34882,1.30999994
vbl_ssh_allreg_may.34883,1.21000004
vbl_ssh_allreg_may.34884,1.15999997
vbl_ssh_allreg_may.34885,1.13
vbl_ssh_allreg_may.34886,1.12
vbl_ssh_allreg_may.34887,1.10000002
vbl_ssh_allreg_may.34888,1.08000004
vbl_ssh_allreg_may.34889,1.07000005
vbl_ssh_allreg_may.34890,1.04999995
vbl_ssh_allreg_may.34891,1.03999996
vbl_ssh_allreg_may.34892,1.02999997
vbl_ssh_allreg_may.34893,1.01999998
vbl_ssh_allreg_may.34894,1.00999999
vbl_ssh_allreg_may.34895,1
vbl_ssh_allreg_may.34896,0.99000001
vbl_ssh_allreg_may.34897,0.98000002
vbl_ssh_allreg_may.34898,0.95999998
vbl_ssh_allreg_may.34899,0.93000001
vbl_ssh_allreg_may.34900,0.80000001
vbl_ssh_allreg_may.34901,2.33999991
vbl_ssh_allreg_may.34902,2.33999991
vbl_ssh_allreg_may.34903,2.3499999
vbl_ssh_allreg_may.34904,2.3599999
vbl_ssh_allreg_may.34905,2.3599999
vbl_ssh_allreg_may.34906,2.36999989
vbl_ssh_allreg_may.34907,2.36999989
vbl_ssh_allreg_may.34908,2.38000011
vbl_ssh_allreg_may.34909,2.3900001
vbl_ssh_allreg_may.34910,2.3900001
vbl_ssh_allreg_may.34911,2.4000001
vbl_ssh_allreg_may.34912,2.41000009
vbl_ssh_allreg_may.34913,2.42000008
vbl_ssh_allreg_may.34914,2.43000007
vbl_ssh_allreg_may.34915,2.43000007
vbl_ssh_allreg_may.34916,2.44000006
vbl_ssh_allreg_may.34917,2.45000005
vbl_ssh_allreg_may.34918,2.46000004
vbl_ssh_allreg_may.34919,2.47000003
vbl_ssh_allreg_may.34920,2.48000002
vbl_ssh_allreg_may.34921,2.49000001
vbl_ssh_allreg_may.34922,2.5
vbl_ssh_allreg_may.34923,2.50999999
vbl_ssh_allreg_may.34924,2.50999999
vbl_ssh_allreg_may.34925,2.51999998
vbl_ssh_allreg_may.34926,2.51999998
vbl_ssh_allreg_may.34927,2.51999998
vbl_ssh_allreg_may.34928,2.51999998
vbl_ssh_allreg_may.34929,2.51999998
vbl_ssh_allreg_may.34930,2.51999998
vbl_ssh_allreg_may.34931,2.51999998
vbl_ssh_allreg_may.34932,2.50999999
vbl_ssh_allreg_may.34933,2.50999999
vbl_ssh_allreg_may.34934,2.49000001
vbl_ssh_allreg_may.34935,2.48000002
vbl_ssh_allreg_may.34936,2.46000004
vbl_ssh_allreg_may.34937,1.27999997
vbl_ssh_allreg_may.34938,2.44000006
vbl_ssh_allreg_may.34939,2.42000008
vbl_ssh_allreg_may.34940,2.4000001
vbl_ssh_allreg_may.34941,2.3599999
vbl_ssh_allreg_may.34942,2.31999993
vbl_ssh_allreg_may.34943,2.26999998
vbl_ssh_allreg_may.34944,2.21000004
vbl_ssh_allreg_may.34945,2.11999989
vbl_ssh_allreg_may.34946,2
vbl_ssh_allreg_may.34947,0.92000002
vbl_ssh_allreg_may.34948,1.37
vbl_ssh_allreg_may.34949,1.51999998
vbl_ssh_allreg_may.34950,1.59000003
vbl_ssh_allreg_may.34951,1.62
vbl_ssh_allreg_may.34952,1.62
vbl_ssh_allreg_may.34953,1.60000002
vbl_ssh_allreg_may.34954,1.58000004
vbl_ssh_allreg_may.34955,1.54999995
vbl_ssh_allreg_may.34956,1.50999999
vbl_ssh_allreg_may.34957,1.47000003
vbl_ssh_allreg_may.34958,1.41999996
vbl_ssh_allreg_may.34959,1.37
vbl_ssh_allreg_may.34960,1.27999997
vbl_ssh_allreg_may.34961,1.19000006
vbl_ssh_allreg_may.34962,1.11000001
vbl_ssh_allreg_may.34963,1.03999996
vbl_ssh_allreg_may.34964,0.98000002
vbl_ssh_allreg_may.34965,0.94999999
vbl_ssh_allreg_may.34966,0.94
vbl_ssh_allreg_may.34967,0.93000001
vbl_ssh_allreg_may.34968,0.94
vbl_ssh_allreg_may.34969,0.94
vbl_ssh_allreg_may.34970,0.94999999
vbl_ssh_allreg_may.34971,0.94999999
vbl_ssh_allreg_may.34972,0.95999998
vbl_ssh_allreg_may.34973,0.95999998
vbl_ssh_allreg_may.34974,0.95999998
vbl_ssh_allreg_may.34975,0.94
vbl_ssh_allreg_may.34976,0.91000003
vbl_ssh_allreg_may.34977,0.79000002
vbl_ssh_allreg_may.34978,2.33999991
vbl_ssh_allreg_may.34979,2.33999991
vbl_ssh_allreg_may.34980,2.3499999
vbl_ssh_allreg_may.34981,2.3499999
vbl_ssh_allreg_may.34982,2.3599999
